"pitchuid","date","gameid","pitchno","first_seen_at","last_updated_at","source_raw_id","source_file","is_verified","time","utcdate","utctime","localdatetime","utcdatetime","hometeam","awayteam","stadium","level","league","gameuid","gameforeignid","hometeamforeignid","awayteamforeignid","system","inning","topbottom","outs","balls","strikes","paofinning","pitchofpa","pitcher","pitcherid","pitcherteam","pitcherthrows","pitcherset","batter","batterid","batterteam","batterside","catcher","catcherid","catcherteam","catcherthrows","taggedpitchtype","autopitchtype","pitchcall","relspeed","spinrate","spinaxis","tilt","extension","effectivevelo","relheight","relside","vertrelangle","horzrelangle","inducedvertbreak","horzbreak","vertbreak","pfxx","pfxz","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","taggedhittype","autohittype","exitspeed","angle","direction","distance","hitspinrate","hitspinaxis","hangtime","bearing","positionat110x","positionat110y","positionat110z","lasttrackeddistance","contactpositionx","contactpositiony","contactpositionz","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","playresult","korbb","outsonplay","runsscored","notes","playid","maxheight","measuredduration","speeddrop","created_at","updated_at"
"578ffa60-abb1-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",141,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147665,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:30:58.24",2025-10-17,23:30:58.24,2025-10-17 23:30:58.246861,2025-10-17 23:30:58.246861,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",1,2,0,"5","3","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Murray, Casey","1000127521","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Sinker","BallCalled",87.56,2110.71,145.5313,"10:45",7.326,88.02,6.04,-2.353,-2.5407,5.1823,21.9056,-14.102,-13.4959,9.3611,13.0745,2.609,1.167,78.48,-5.2583,2.5975,0.42824,2.0665,50,5.8936,-11.0053,-126.6867,-5.8416,14.8949,30.9343,-11.3707,53.17266,-127.45906,15.46717,6.03592,-5.55769,-5.68533,2.34593,-11.37717,7.44743,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"c20c9e67-0597-4f55-96c0-cd43e94e6a85",NA,NA,9.07,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"5a9ec860-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",99,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147623,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:09:34.96",2025-10-17,23:09:34.96,2025-10-17 23:09:34.969958,2025-10-17 23:09:34.969958,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,0,1,"6","2","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","Curveball","Curveball","BallCalled",73.81,1581.28,299.4791,"4:00",6.924,73.57,5.949,-2.654,3.3175,-0.7988,-6.8738,15.6286,-57.5387,-8.4367,-4.0649,4.178,-2.079,66.02,-7.5387,2.0618,0.5123,2.7009,50,6.1395,0.9755,-107.0405,4.7031,-9.5039,23.4777,-36.7531,53.57463,-107.82173,11.73886,5.96262,5.92603,-18.37655,2.66323,1.29171,-4.75197,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"65a30df6-271e-4532-95e9-ef10a8bb62bf",NA,NA,7.79,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"64388410-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",100,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147624,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:09:51.14",2025-10-17,23:09:51.14,2025-10-17 23:09:51.148288,2025-10-17 23:09:51.148288,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,1,1,"6","3","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Changeup","StrikeSwinging",82.72,1728.79,115.314,"9:45",7.57,84.25,5.847,-2.641,-1.4632,3.0858,8.0391,-14.2142,-30.5983,8.6304,5.2665,1.979,-1.048,75.34,-7.3302,0.4527,0.44738,2.4843,50,5.7649,-6.0344,-120.2225,-3.7584,12.5034,25.5085,-24.5441,52.92884,-120.84233,12.75425,5.849,-3.16197,-12.27205,2.63462,-6.33821,6.2517,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"d45d4255-208f-4554-8275-503794f3fcdc",NA,NA,7.37,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"6d0a0dc0-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",101,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147625,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:10:05.95",2025-10-17,23:10:05.95,2025-10-17 23:10:05.950208,2025-10-17 23:10:05.950208,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,1,2,"6","4","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Changeup","BallCalled",83.12,1577.15,101.6182,"9:30",7.409,83.8,5.528,-3.336,1.3842,2.8329,5.9489,-21.6442,-33.1103,12.4647,3.2479,4.019,-2.582,74.28,-4.9952,-1.1617,0.44981,3.1842,50,5.5958,-5.2164,-120.6652,2.12,17.908,29.0694,-27.5078,53.08684,-121.40658,14.53469,5.53276,2.82157,-13.75389,3.32306,-5.67311,8.95398,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"cf5750f4-3b62-4985-8822-83f16d1a215d",NA,NA,8.85,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"70620b00-abb1-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",142,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147666,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:31:40.06",2025-10-17,23:31:40.06,2025-10-17 23:31:40.063949,2025-10-17 23:31:40.063949,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",1,3,0,"5","4","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Murray, Casey","1000127521","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","BallCalled",88.02,2170.72,150.9211,"11:00",7.165,88.8,6.137,-2.587,0.0459,2.4727,19.9235,-10.3984,-14.8554,6.2786,10.9723,4.941,-1.211,79.33,-2.9049,0.5633,0.42445,2.444,50,6.1343,-5.1354,-127.8448,-0.1516,10.2484,29.7373,-14.2641,53.33086,-128.61728,14.86867,6.13344,0.21896,-7.13205,2.58088,-5.40156,5.1242,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Walk",0,0,NA,"b3ec425c-83b5-412e-a62e-2ef588412546",NA,NA,8.69,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"766e0180-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",126,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147650,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:24:40.56",2025-10-17,23:24:40.56,2025-10-17 23:24:40.56448,2025-10-17 23:24:40.56448,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",0,0,0,"1","1","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Mendoza, Josh","10922696","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","BallCalled",88.34,2066.06,166.1271,"11:30",7.179,88.33,6.198,-2.715,-4.4199,4.799,21.6104,-4.9969,-13.5451,4.363,13.5678,1.042,1.227,79.29,-7.1155,3.8856,0.42674,2.4366,50,5.9349,-10.5378,-127.5798,-10.1206,7.0234,31.9523,-10.3335,53.31984,-128.40857,15.97617,6.19395,-9.85253,-5.16673,2.71224,-10.71991,3.51167,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"684982a0-e14e-4864-843b-1a0b64f16cba",NA,NA,9.05,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"777d3980-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",102,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147626,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:10:23.33",2025-10-17,23:10:23.33,2025-10-17 23:10:23.335014,2025-10-17 23:10:23.335014,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,2,2,"6","5","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Changeup","BallCalled",83.3,1287.48,140.7426,"10:45",7.602,84.37,5.906,-2.728,-3.122,5.8691,17.7147,-13.3351,-20.8124,9.2184,11.1065,1.348,1.453,75.45,-7.1858,3.4152,0.44674,2.4318,50,5.741,-11.9916,-120.4786,-6.9867,13.3617,26.431,-16.0756,52.89912,-121.1129,13.21552,5.90403,-6.60083,-8.03781,2.72343,-12.3123,6.68085,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"70d06d9d-4bb9-4490-bd5d-7837788b7bcc",NA,NA,7.85,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"81610ba0-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",127,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147651,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:24:59.05",2025-10-17,23:24:59.05,2025-10-17 23:24:59.055514,2025-10-17 23:24:59.055514,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",0,1,0,"1","2","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Mendoza, Josh","10922696","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Slider","BallCalled",80.86,1177.92,143.1041,"10:45",7.695,81.96,5.823,-2.884,1.0231,2.0586,13.1428,-8.6831,-27.6883,5.3852,7.2954,4.434,-1.76,72.18,-4.4019,0.4471,0.4599,2.7831,50,5.8675,-3.9405,-117.4414,1.5671,7.3212,27.7525,-22.256,52.79763,-118.10061,13.87623,5.82399,2.09575,-11.12798,2.87877,-4.11442,3.6606,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"5a944ffe-b86a-421b-9809-006faabc8cd5",NA,NA,8.68,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"823117c0-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",103,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147627,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:10:41.27",2025-10-17,23:10:41.27,2025-10-17 23:10:41.274675,2025-10-17 23:10:41.274675,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,3,2,"6","6","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","FoulBallNotFieldable",88.87,2101.71,157.9942,"11:15",7.27,89.68,6.126,-2.176,-2.2528,3.376,23.7265,-9.0877,-10.3728,5.9937,13.8849,3.219,0.124,80.09,-4.376,1.7063,0.42029,1.9867,50,5.9944,-7.2914,-128.955,-5.1954,9.9329,30.7807,-9.1638,53.22857,-129.7233,15.39034,6.12119,-4.9666,-4.5819,2.17184,-7.53929,4.96644,"Undefined",NA,71.63,55.2559,150.5144,NA,3796.81,346.0523,NA,NA,NA,NA,NA,48.73,1.5417,3.3518,-0.0802,NA,NA,NA,"Undefined","Undefined",0,0,NA,"06bbce4e-3458-4f30-a1c4-7248f5d540f6",56.21,NA,8.78,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"873450d0-abad-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",85,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147609,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:03:40.14",2025-10-17,23:03:40.14,2025-10-17 23:03:40.149811,2025-10-17 23:03:40.149811,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",0,0,0,"1","1","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Thomas, Braxton","1000279235","CAL_MUS","Left","Tayman, Ryan","822034","CAL_MUS","Right","Curveball","Curveball","InPlay",75.51,1450.76,325.8343,"4:45",7.086,75.7,6,-2.843,2.4616,0.6886,-13.5753,10.4208,-61.4355,-5.4017,-7.8479,3.117,-1.35,68.09,-9.0911,2.6048,0.49792,2.799,50,6.1288,-1.6266,-109.7483,3.1789,-6.4043,24.4734,-41.4786,53.41771,-110.50782,12.23671,6.01015,4.46614,-20.7393,2.84635,-1.42782,-3.20216,"GroundBall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Out","Undefined",1,0,NA,"fdead7c8-627f-4e96-9241-7c9c86fdb1d0",NA,NA,7.42,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"8a08ed40-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",128,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147652,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:25:13.45",2025-10-17,23:25:13.45,2025-10-17 23:25:13.452339,2025-10-17 23:25:13.452339,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",0,2,0,"1","3","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Mendoza, Josh","10922696","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Sinker","InPlay",88.75,2132.03,139.3831,"10:45",7.199,89.32,6.145,-2.646,-2.164,3.1551,16.7847,-13.2978,-17.5896,8.1562,10.1017,2.715,-0.893,79.87,-5.6105,0.7123,0.42198,2.4658,50,6.0138,-6.6193,-128.7585,-5.2375,13.4356,31.4108,-15.5337,53.29844,-129.56062,15.7054,6.14246,-4.84083,-7.76685,2.63925,-6.96237,6.71778,"FlyBall","FlyBall",77.27,46.3104,35.5587,264.95,NA,211.9602,4.938,45.5118,82.5471,86.8578,72.7041,174.46,0.4889,3.8731,2.1723,NA,NA,NA,"Out","Undefined",1,0,NA,"e56c8dcb-3e5e-4bae-8899-c10e0dcd9a8e",93.28,NA,8.89,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"8dd2ff80-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",104,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147628,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:11:00.79",2025-10-17,23:11:00.79,2025-10-17 23:11:00.791757,2025-10-17 23:11:00.791757,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,3,2,"6","7","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Changeup","FoulBallNotFieldable",82.37,1451.33,135.8729,"10:30",7.594,83.32,5.828,-2.658,-1.7137,4.0906,14.6573,-12.7441,-24.8537,8.3826,9.0382,2.212,-0.038,73.96,-6.5619,1.7348,0.45241,2.4515,50,5.7345,-8.1535,-119.4676,-4.0669,11.8248,28.1538,-19.4246,52.90419,-120.15008,14.07688,5.82741,-3.59606,-9.7123,2.65261,-8.44016,5.91238,"Undefined","Popup",58.51,49.1041,141.9055,131.63,3917.83,335.9987,3.228,148.6447,NA,NA,NA,55.93,2.2534,2.3963,0.0901,NA,NA,NA,"Undefined","Undefined",0,0,NA,"22025cec-c30d-46cd-8ebe-4ac08fb4dcd1",47.17,NA,8.41,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"983673d0-abae-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",105,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147629,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:11:18.23",2025-10-17,23:11:18.23,2025-10-17 23:11:18.23401,2025-10-17 23:11:18.23401,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",2,3,2,"6","8","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Meli, Owen","10140302","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","Curveball","Curveball","StrikeCalled",75.49,1616.42,299.8902,"4:00",6.857,75.68,5.875,-2.678,1.6527,0.7638,-4.0837,10.0058,-51.9726,-4.9908,-2.0685,3.051,-1.147,68.53,-8.1056,2.5944,0.49807,2.6264,50,5.9638,-1.7922,-109.6915,1.789,-5.9799,22.4027,-34.6526,53.64252,-110.43291,11.20134,5.88566,2.93586,-17.32628,2.68247,-1.59433,-2.98995,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Strikeout",1,0,NA,"2cb628fc-2bc1-443b-a697-b40cff205ab3",NA,NA,6.96,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"9c38b7a0-abad-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",86,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147610,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:04:15.64",2025-10-17,23:04:15.64,2025-10-17 23:04:15.646054,2025-10-17 23:04:15.646054,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",0,0,0,"2","1","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Murray, Casey","1000127521","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","BallCalled",88.61,2054.88,150.3814,"11:00",7.19,88.73,6.131,-2.603,-0.0684,3.1773,20.7568,-11.009,-14.0819,6.9391,11.4606,4.896,-0.64,78.67,-2.9098,1.1568,0.42482,2.4206,50,6.1214,-6.7064,-128.4432,-0.3586,11.2566,33.7758,-13.5826,53.30313,-129.30885,16.88788,6.12615,-0.01051,-6.79131,2.5962,-6.99488,5.62829,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"969d8e14-6f57-47b7-9d7a-c78919321e9d",NA,NA,9.94,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"a42cf950-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",129,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147653,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:25:57.48",2025-10-17,23:25:57.48,2025-10-17 23:25:57.484032,2025-10-17 23:25:57.484032,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",1,0,0,"2","1","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Vachini, Dante","10281096","CAL_MUS","Left","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","BallCalled",89.03,2146.93,148.1449,"11:00",7.205,89.43,6.076,-2.706,-1.0596,4.6816,20.3504,-11.8412,-13.942,7.8309,11.5901,3.951,0.556,79.77,-3.8492,2.5141,0.42147,2.4372,50,6.0088,-10.1153,-128.9447,-2.6117,12.9266,31.6989,-13.0421,53.29001,-129.75096,15.84945,6.07104,-2.27993,-6.52102,2.69868,-10.4441,6.46329,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"83faa782-db89-43f0-ae53-dba8c62823fb",NA,NA,9.27,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"a4730a60-abad-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",87,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147611,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:04:29.26",2025-10-17,23:04:29.26,2025-10-17 23:04:29.260288,2025-10-17 23:04:29.260288,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",3,"Bottom",0,0,0,"2","2","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Murray, Casey","1000127521","CAL_MUS","Right","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Four-Seam","InPlay",91.05,2176.06,145.5681,"10:45",6.744,90.26,6.218,-2.59,-2.4165,3.6687,20.4814,-13.0947,-13.1845,8.1786,12.0332,2.906,-0.324,80.91,-5.055,1.287,0.41761,2.3523,50,6.0535,-7.9141,-131.7334,-5.8121,13.9496,35.642,-11.65,53.75097,-132.74437,17.82102,6.21365,-5.48163,-5.82501,2.58235,-8.30977,6.97479,"LineDrive","LineDrive",106.19,10.2196,0.6991,253.49,4477.14,185.3947,2.106,1.5746,109.9799,15.5556,2.0944,253.49,0.0357,2.7593,0.3289,NA,NA,NA,"Single","Undefined",0,0,NA,"900b2e10-412c-4772-87ba-67a952c4da97",16,NA,10.14,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"add1ffa0-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",130,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147654,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:26:13.58",2025-10-17,23:26:13.58,2025-10-17 23:26:13.589606,2025-10-17 23:26:13.589606,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",1,1,0,"2","2","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Vachini, Dante","10281096","CAL_MUS","Left","Tayman, Ryan","822034","CAL_MUS","Right","ChangeUp","Changeup","BallCalled",81.42,1674.6,124.8592,"10:15",7.151,82.12,6.22,-2.582,1.6143,2.263,4.4785,-4.4019,-36.1942,3.0536,2.3682,4.669,-0.896,73.61,-5.2801,1.4548,0.45901,2.4501,50,6.3047,-4.5241,-118.2557,2.4184,4.264,25.4777,-28.8671,53.34571,-118.97429,12.73886,6.22497,3.23262,-14.43355,2.5794,-4.64436,2.13201,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"9745bf0b-c753-4227-8c25-b005874e3c9e",NA,NA,7.81,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
"b7d579a0-abb0-11f0-ac76-89f35cacca50",2025-10-17,"20251017-BaggettStadium-Private-1",131,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266,147655,"20251017-BaggettStadium-Private-1_unverified.csv",FALSE,"16:26:30.25",2025-10-17,23:26:30.25,2025-10-17 23:26:30.258995,2025-10-17 23:26:30.258995,"CAL_MUS","CAL_MUS","BaggettStadium","TeamExclusive","Team","e0b0a039-cbf8-40f6-a4f2-43176a09c8da",NA,"471251","471251","v3",4,"Bottom",1,2,0,"2","3","Estes, Brady","1000344394","CAL_MUS","Left","Undefined","Vachini, Dante","10281096","CAL_MUS","Left","Tayman, Ryan","822034","CAL_MUS","Right","FourSeamFastBall","Sinker","StrikeCalled",89.02,2083.81,138.9547,"10:45",7.238,89.36,6.16,-2.411,-2.1136,4.5615,18.003,-14.5162,-16.3469,9.3401,10.781,2.878,0.516,79.69,-5.3457,1.9002,0.42183,2.1528,50,6.0331,-9.7618,-128.9139,-5.0859,15.36,32.4857,-14.4444,53.25922,-129.73259,16.24284,6.15666,-4.72182,-7.22221,2.40365,-10.14887,7.67998,"Undefined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined","Undefined",0,0,NA,"52cdf7aa-e577-4f7d-b0ac-be37e63ccdb8",NA,NA,9.33,2026-03-28 06:12:20.204266,2026-03-28 06:12:20.204266
