pitcher,gameid,inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
"Estes, Brady",20260303-BaggettStadium-1,2,1,0,1,4,2,Left,Fastball,FoulBallNotFieldable,87.91,2169.94,5.922,6.053,-2.154,-1.8425,3.9922,22.2258,-13.6625,3.157,0.418,-4.5919,1.5474,72.21,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,0,0,1,1,Right,Fastball,StrikeCalled,86.93,2077.18,5.793,6.040,-2.243,-2.2884,4.4181,18.4706,-13.3908,2.332,0.759,-5.8535,2.0290,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,2,0,1,4,2,Right,ChangeUp,InPlay,82.13,1549.57,6.534,5.846,-1.938,-1.9399,2.9941,13.2507,-10.0668,1.805,-0.028,-7.0386,1.1669,95.18,LineDrive
"Estes, Brady",20260303-BaggettStadium-1,1,2,1,0,3,2,Right,Fastball,BallCalled,88.30,2136.81,6.112,5.959,-2.119,-0.7741,3.6891,19.9710,-12.6338,3.899,0.244,-3.8989,1.4191,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,0,1,1,2,Right,Fastball,BallCalled,84.95,1981.90,5.823,5.938,-2.171,-0.6743,3.7256,19.0913,-13.6642,3.653,0.159,-4.4457,1.2836,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,2,0,0,5,1,Right,Fastball,FoulBallNotFieldable,87.60,2109.74,5.811,6.028,-2.249,-2.3731,3.4172,20.0114,-10.7471,2.399,0.037,-5.6282,1.4959,72.75,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,1,0,2,4,3,Left,Fastball,BallCalled,86.78,2035.87,6.110,5.920,-2.243,-0.1941,3.7549,20.8647,-13.0287,4.327,0.148,-3.5093,1.4146,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,1,2,2,0,3,3,Right,Fastball,StrikeCalled,88.76,2206.34,6.055,5.872,-2.173,-2.8535,4.0544,21.3912,-13.9517,2.018,0.424,-5.6647,1.5515,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,1,1,1,3,Right,ChangeUp,StrikeSwinging,80.45,1437.73,6.264,5.962,-2.097,-1.8320,3.9987,12.0463,-12.2819,1.734,0.573,-7.5003,1.7841,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,2,0,1,5,2,Right,Fastball,FoulBallNotFieldable,87.72,2213.41,5.918,5.903,-2.269,-2.7992,3.4237,21.2758,-15.4937,2.016,-0.379,-5.7650,0.6475,69.92,Undefined
"Estes, Brady",20260303-BaggettStadium-1,1,2,2,1,3,4,Right,Fastball,StrikeCalled,87.80,2102.87,6.059,5.917,-2.101,-3.0375,4.1671,15.8971,-17.1373,1.346,0.335,-7.0296,1.0900,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,1,1,2,4,4,Left,Curveball,StrikeSwinging,76.69,1748.85,5.708,6.037,-2.482,0.7769,2.1598,-12.5572,7.4719,1.617,0.153,-10.5094,3.4990,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,1,2,1,4,Right,ChangeUp,FoulBallNotFieldable,82.17,1745.22,6.308,5.937,-2.108,-2.2330,2.7615,11.1762,-11.8623,1.401,-0.551,-7.7871,0.6158,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,1,2,2,2,3,5,Right,Fastball,StrikeCalled,89.32,2270.34,6.013,6.076,-1.717,-3.1130,3.8719,23.1064,-13.4554,2.146,0.754,-5.5644,1.4595,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,2,0,0,5,1,Right,Curveball,BallCalled,77.28,1615.43,5.787,6.032,-2.143,2.3674,3.3321,-13.9060,8.1217,3.122,1.637,-8.8359,4.7837,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,2,0,2,5,3,Right,Curveball,StrikeSwinging,77.56,1903.32,5.754,5.964,-2.297,-0.2342,2.1614,-13.9375,9.2799,0.631,0.489,-11.3914,3.8280,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,1,2,1,5,Right,Fastball,BallCalled,87.94,2084.44,5.885,5.984,-2.100,-0.2319,2.8684,20.6690,-13.0914,4.429,-0.525,-3.3496,0.5233,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,2,0,0,5,1,Right,Fastball,FoulBallNotFieldable,88.49,2120.56,6.056,5.878,-2.429,-2.9245,4.0735,21.8252,-11.5712,1.950,0.384,-5.7675,1.9981,68.79,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,2,1,0,5,2,Right,Fastball,FoulBallNotFieldable,85.60,2015.02,6.029,5.842,-2.281,-1.9489,4.1893,18.3582,-14.7212,2.363,0.379,-5.7613,1.5495,92.39,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,2,2,1,6,Right,ChangeUp,BallCalled,81.47,1541.53,6.280,5.880,-2.083,-0.9815,1.7443,13.9114,-12.7716,2.656,-1.539,-6.2324,-0.5653,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,2,0,1,5,2,Right,Fastball,StrikeSwinging,87.80,1914.85,6.003,5.951,-2.213,-1.7282,3.6997,18.2771,-10.6198,2.855,0.334,-5.1285,1.7953,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,0,3,2,1,7,Right,Fastball,StrikeCalled,87.48,2057.75,6.188,5.885,-2.011,-1.6804,4.2642,18.9553,-10.1689,2.872,1.086,-5.0321,2.4367,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,2,0,2,5,3,Right,Fastball,StrikeCalled,86.83,2074.84,5.775,6.116,-1.988,-3.0160,3.5684,20.4275,-10.0399,1.854,0.500,-6.3320,1.7752,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,2,1,1,5,3,Right,Curveball,StrikeSwinging,77.81,1697.92,5.856,5.783,-2.532,-0.6672,3.6686,-10.4096,10.4268,0.345,1.751,-11.1990,5.5382,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,1,0,0,2,1,Right,Fastball,StrikeSwinging,87.27,2052.80,6.028,5.903,-2.112,-0.8289,3.7275,19.9286,-13.2728,3.693,0.239,-4.1749,1.3464,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,0,0,0,1,1,Right,Fastball,BallCalled,87.27,2060.38,6.112,5.959,-2.104,-1.2936,4.5548,20.6986,-14.3842,3.410,0.918,-4.4273,1.9745,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,1,0,1,2,2,Right,Curveball,StrikeCalled,76.16,1786.66,5.606,5.921,-2.179,2.3794,1.0619,-15.0074,10.9380,2.724,-0.276,-9.5139,3.0177,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,0,1,0,1,2,Right,Fastball,StrikeCalled,87.16,1989.55,5.929,5.988,-2.325,-2.1605,3.8171,17.7997,-15.9162,2.372,-0.104,-5.8222,0.9657,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,2,1,2,5,4,Right,Curveball,FoulBallNotFieldable,77.20,1725.70,5.779,5.834,-2.447,1.6219,2.1803,-14.3296,8.9569,2.161,0.330,-9.7459,3.7859,68.30,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,1,0,2,2,3,Right,Fastball,BallCalled,88.09,2022.90,6.000,6.050,-2.443,-0.7493,2.6099,20.6727,-5.5265,4.056,-0.483,-3.7673,1.6178,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,2,0,1,1,1,3,Right,Curveball,InPlay,75.20,1861.69,5.693,5.710,-2.168,2.1409,1.2455,-14.7907,16.6492,2.287,0.380,-9.7091,4.2268,69.95,GroundBall
"Estes, Brady",20260303-BaggettStadium-1,3,0,0,0,1,1,Right,Fastball,BallCalled,85.10,1734.11,6.256,5.999,-2.135,0.6529,3.4131,20.3834,-9.6946,5.120,0.208,-2.7720,1.6664,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,4,1,1,2,2,4,Right,Curveball,BallCalled,76.83,1737.94,5.716,5.780,-2.098,-0.1236,2.2643,-13.6018,9.1749,0.490,0.777,-11.4098,3.9104,null,Undefined
"Estes, Brady",20260303-BaggettStadium-1,3,0,1,0,1,2,Right,Fastball,BallCalled,86.11,2018.31,6.075,5.948,-1.971,-3.5218,5.2223,20.5026,-13.2421,1.243,1.771,-6.7805,2.8522,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,2,5,3,Right,Curveball,BallCalled,76.82,1672.23,5.592,5.820,-2.368,-1.0241,2.4691,-13.3810,6.4400,-0.385,0.476,-12.4582,3.6232,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,1,0,8,2,Right,Slider,InPlay,78.72,1551.87,5.640,5.606,-2.673,0.7226,2.2937,2.2338,2.6190,2.571,-0.314,-7.5082,2.7612,null,GroundBall
"Estes, Brady",20260323-BaggettStadium-1,7,0,1,2,5,4,Right,Curveball,InPlay,76.60,1731.87,5.087,5.930,-2.531,1.0154,0.7446,-11.2142,9.2745,1.791,-1.056,-10.0371,2.3892,81.19,GroundBall
"Estes, Brady",20260323-BaggettStadium-1,7,1,0,0,6,1,Right,Curveball,StrikeCalled,78.57,1641.55,5.527,5.901,-2.298,0.4365,1.8499,-8.6346,6.4913,1.677,-0.027,-9.7090,3.0091,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,1,0,1,6,2,Right,Curveball,StrikeCalled,77.80,1743.59,5.319,5.974,-2.394,1.7653,0.7935,-15.1793,4.9394,2.345,-1.238,-9.7591,1.6728,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,1,0,2,6,3,Right,Curveball,FoulBallNotFieldable,77.99,1469.12,5.349,6.065,-2.304,1.6789,1.4047,-8.1428,7.7257,2.989,-0.343,-8.4912,2.7784,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,1,0,2,6,4,Right,Curveball,BallCalled,76.62,1244.65,5.277,5.957,-2.497,3.5742,-0.4953,-13.4155,5.6664,4.073,-2.490,-7.8694,0.5104,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,1,1,2,6,5,Right,Slider,StrikeSwinging,80.49,1620.38,5.585,5.700,-2.405,-0.8155,2.4822,0.9957,-0.1735,1.283,-0.100,-8.8849,2.4512,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,0,3,1,Right,Fastball,BallCalled,89.45,2050.05,5.690,5.974,-2.488,-0.9783,2.3892,19.8560,-10.8992,3.736,-1.168,-4.0458,0.4426,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,0,0,7,1,Right,Fastball,BallCalled,89.19,2095.44,6.095,6.002,-2.401,0.5369,3.7061,19.1508,-12.4757,5.138,-0.007,-2.6343,1.4657,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,1,0,7,2,Right,Curveball,BallCalled,77.26,1565.27,5.559,5.888,-2.305,-0.9370,0.2388,-12.2354,9.4080,-0.025,-1.298,-11.8911,1.9264,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,1,0,3,2,Right,Fastball,StrikeCalled,89.16,2127.82,5.594,6.116,-2.268,-3.3312,3.3723,19.5104,-14.3732,1.604,-0.313,-6.5191,0.8119,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,1,1,3,3,Right,Fastball,BallCalled,91.01,2176.42,5.589,5.844,-2.689,-3.8747,4.0483,16.8388,-13.8208,0.730,-0.054,-7.2185,1.5889,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,2,0,7,3,Right,Slider,BallCalled,78.65,1694.31,5.702,5.704,-2.412,1.5389,0.7240,1.5203,2.3474,3.369,-1.541,-6.8538,1.1440,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,3,0,7,4,Right,Fastball,StrikeCalled,87.54,2160.99,5.908,5.913,-2.164,-2.0008,4.3397,19.0616,-10.8815,2.582,0.965,-5.3514,2.3945,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,2,1,3,4,Right,Fastball,InPlay,90.22,2166.90,5.639,5.927,-2.434,-2.5696,3.8375,17.0708,-14.1512,2.006,-0.028,-6.0225,1.3165,28.76,Bunt
"Estes, Brady",20260323-BaggettStadium-1,7,2,3,1,7,5,Right,Fastball,FoulBallNotFieldable,90.01,2224.19,5.576,5.818,-2.352,-2.5964,3.5125,19.5653,-14.8034,2.068,-0.301,-5.6195,0.8773,84.78,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,0,4,1,Right,Curveball,StrikeCalled,77.64,1758.39,5.515,5.877,-2.586,0.6569,1.4978,-12.9351,11.1415,1.440,-0.256,-10.3503,3.4887,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,3,2,7,6,Right,Fastball,FoulBallNotFieldable,89.04,1995.15,6.004,5.872,-2.229,-3.2407,4.0172,18.9051,-10.6828,1.454,0.609,-6.4696,2.1023,66.89,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,1,4,2,Right,Curveball,StrikeSwinging,78.30,1788.76,5.656,5.946,-2.420,-0.9056,3.3336,-11.7176,8.1023,0.247,1.368,-11.4366,4.7831,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,3,2,7,7,Right,Slider,FoulBallNotFieldable,78.69,1615.74,5.658,5.651,-2.413,-1.3962,2.1027,2.5884,-1.0072,0.680,-0.535,-9.4922,1.9224,54.36,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,2,4,3,Right,Fastball,InPlay,89.75,2090.97,5.896,5.934,-2.458,-3.0516,3.7196,18.1759,-12.5365,1.678,-0.044,-6.2852,1.4753,103.79,LineDrive
"Estes, Brady",20260323-BaggettStadium-1,7,2,3,2,7,8,Right,Fastball,BallCalled,90.01,2090.75,5.458,5.981,-2.270,0.4151,1.5919,16.7838,-12.9280,4.795,-1.857,-3.1788,-0.7086,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,2,0,1,3.0,2.0,Left,Slider,StrikeCalled,78.35,1712.40,5.577,5.859,-2.157,2.0657,2.5101,-13.1503,7.8986,2.741,0.847,-9.0149,3.9190,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,2,0,2,3.0,3.0,Left,Fastball,FoulBallNotFieldable,89.17,2141.43,6.010,5.886,-2.089,-1.3790,2.3031,15.0966,-14.0609,2.887,-1.126,-5.3156,-0.2250,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,1,0,2.0,2.0,Right,Fastball,InPlay,88.62,2140.00,6.015,5.938,-2.200,-3.4025,4.3173,19.7455,-10.6597,1.441,0.919,-6.4542,2.4076,98.35,FlyBall
"Estes, Brady",20260314-BaggettStadium-1,8,2,0,2,3.0,4.0,Left,Slider,BallCalled,77.78,1777.95,5.580,5.983,-2.002,0.4163,3.5104,-17.3769,10.4625,0.951,2.152,-11.3542,5.3778,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,1,0,0,3.0,1.0,Right,Fastball,BallCalled,87.04,2113.22,6.045,5.875,-2.220,-3.5606,4.1852,20.0753,-13.6307,1.153,0.525,-6.7964,1.7403,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,2,1,2,3.0,5.0,Left,Fastball,StrikeSwinging,87.66,2025.40,6.099,5.860,-2.301,-0.5231,2.5551,21.1336,-9.4113,4.099,-0.720,-3.5033,0.8619,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,1,1,0,3.0,2.0,Right,Fastball,BallCalled,87.48,2082.16,5.958,5.920,-2.291,-4.0002,3.1849,20.9601,-13.9546,0.864,-0.497,-7.0716,0.6815,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,1,2,0,3.0,3.0,Right,Fastball,StrikeCalled,88.75,2121.35,6.070,5.872,-2.265,-3.2489,3.9732,19.6802,-12.6995,1.520,0.360,-6.3258,1.6936,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,0,0,0,1.0,1.0,Left,FourSeamFastBall,InPlay,86.19,2014.86,6.319,5.725,-2.408,-2.1977,4.8751,16.1443,-13.0339,1.915,1.007,-6.2519,2.5288,95.65,LineDrive
"Estes, Brady",20260314-BaggettStadium-1,7,1,2,1,3.0,4.0,Right,Fastball,InPlay,89.03,2103.68,5.983,6.002,-1.958,-2.7818,3.3039,18.3935,-8.6233,1.999,0.389,-6.0240,1.7570,null,GroundBall
"Estes, Brady",20260314-BaggettStadium-1,9,1,0,0,2.0,1.0,Left,Fastball,StrikeCalled,87.16,2054.00,5.946,5.880,-2.087,-2.6369,4.0505,18.6654,-14.2845,1.883,0.486,-6.1643,1.4922,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,1,0,1,2.0,2.0,Left,Slider,BallCalled,78.23,1650.35,5.464,5.876,-2.362,-1.0574,2.6515,0.9187,-0.6680,0.982,0.066,-9.6418,2.5325,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,1,0,3.0,2.0,Right,Fastball,BallCalled,84.10,1482.62,6.148,5.798,-2.412,0.4843,2.6892,12.3680,-9.2082,4.026,-0.692,-4.5189,1.0310,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,2,0,3.0,3.0,Right,Fastball,StrikeCalled,89.70,2121.75,5.998,5.895,-2.087,-3.4362,3.5507,19.5053,-11.5452,1.438,0.245,-6.3238,1.4797,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,1,0,1,2.0,3.0,Left,Slider,BallCalled,78.36,1672.27,5.582,5.652,-2.464,-1.2690,4.4674,2.6474,1.4618,0.721,1.839,-9.5067,4.7273,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,2,1,3.0,4.0,Right,ChangeUp,FoulBallNotFieldable,84.03,1523.99,6.256,5.833,-2.067,-1.5847,1.7103,11.4828,-9.2784,2.090,-1.262,-6.7009,0.0328,67.13,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,1,1,1,2.0,4.0,Left,Fastball,FoulBallNotFieldable,86.86,2127.86,6.168,5.898,-2.277,-1.1670,3.1712,22.3384,-10.1780,3.579,-0.193,-4.0780,1.3392,74.44,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,2,2,3.0,5.0,Right,Fastball,FoulBallNotFieldable,90.77,2136.76,5.607,5.998,-2.043,-2.5521,2.3228,19.5669,-10.9640,2.360,-0.787,-5.4254,0.3672,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,0,0,0,1.0,1.0,Left,Fastball,StrikeCalled,88.28,2196.92,5.976,6.103,-2.067,-2.4634,4.5661,21.4197,-15.6308,2.546,0.873,-5.4207,1.7689,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,0,0,1.0,1.0,Right,Fastball,BallCalled,88.95,1774.89,5.975,6.082,-2.187,-1.1880,3.3369,16.0919,-11.3962,3.381,-0.040,-4.8151,1.2928,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,1,1,2,2.0,5.0,Left,Slider,InPlay,75.52,1379.28,5.869,5.875,-2.193,2.3712,0.9606,-8.1093,13.0206,3.274,-0.215,-8.2224,3.2976,90.22,FlyBall
"Estes, Brady",20260314-BaggettStadium-1,8,0,0,1,1.0,2.0,Left,Fastball,FoulBallNotFieldable,89.11,2171.39,5.774,5.992,-2.343,-2.8699,2.9111,20.5137,-14.5945,2.026,-0.847,-5.8539,0.3011,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,2,2,3.0,6.0,Right,Slider,BallCalled,76.57,1824.27,5.406,5.727,-2.396,2.9866,1.0292,-12.7189,13.1038,3.347,-0.339,-8.3412,3.3604,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,1,0,1.0,2.0,Right,Fastball,BallCalled,88.17,1843.66,6.071,6.074,-2.021,0.7386,3.9448,15.1798,-12.8271,5.050,0.566,-3.1418,1.6433,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,0,0,0,2.0,1.0,Left,Fastball,StrikeCalled,90.59,2029.53,5.747,5.740,-2.572,-1.2291,4.2163,17.8791,-13.1986,3.230,0.261,-4.3285,1.8632,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,2,3,2,3.0,7.0,Right,Fastball,InPlay,88.95,2050.40,5.910,5.828,-1.983,-1.8827,2.0300,15.6326,-12.8937,2.392,-1.173,-5.7280,-0.2845,83.39,GroundBall
"Estes, Brady",20260314-BaggettStadium-1,7,0,2,0,1.0,3.0,Right,Fastball,StrikeCalled,88.89,1937.91,5.905,5.912,-2.352,-1.5021,3.1895,18.1244,-15.3195,3.086,-0.665,-4.7577,0.4443,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,2,0,0,3.0,1.0,Right,Fastball,FoulBallNotFieldable,86.70,2136.51,6.272,5.840,-2.077,-1.5437,4.2108,13.2493,-14.6869,2.433,0.588,-6.0330,1.5643,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,0,0,1,2.0,2.0,Left,Curveball,BallCalled,77.36,1416.67,5.797,5.798,-2.502,0.8888,3.9009,-11.2964,10.0811,1.747,1.972,-9.7607,5.7024,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,0,0,2,1.0,3.0,Left,Slider,InPlay,76.57,1342.79,5.796,5.730,-2.269,1.5364,1.9406,-13.6291,8.9289,1.995,0.281,-9.7808,3.5424,59.35,GroundBall
"Estes, Brady",20260314-BaggettStadium-1,7,0,2,1,1.0,4.0,Right,Slider,BallCalled,79.78,1549.58,5.614,5.690,-2.388,1.6123,2.6090,-1.0846,2.1668,3.428,0.230,-6.6537,2.9953,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,2,0,1,3.0,2.0,Right,Fastball,FoulBallNotFieldable,87.66,2205.52,6.048,5.868,-2.314,-2.6981,3.5818,22.5803,-7.3010,2.179,0.398,-5.4702,2.2717,75.38,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,0,1,1,2.0,3.0,Left,Curveball,BallCalled,79.55,1584.11,5.667,5.700,-2.459,-0.8106,4.6056,-9.0418,12.4690,0.426,2.884,-10.6047,6.8257,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,3,1,1.0,5.0,Right,Fastball,StrikeCalled,88.02,1996.12,6.000,5.913,-2.018,-2.7648,3.7565,18.0789,-10.0299,1.852,0.632,-6.1522,1.9580,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,2,0,2,3.0,3.0,Right,Fastball,BallCalled,88.32,2168.26,6.259,5.841,-2.071,-4.1945,4.0554,18.2862,-11.0878,0.448,0.751,-7.6746,2.0579,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,1,0,0,2.0,1.0,Right,Fastball,FoulBallNotFieldable,88.88,2124.68,5.997,5.987,-2.123,-1.3894,3.4555,20.0482,-15.4435,3.408,-0.204,-4.3713,0.6848,77.05,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,3,2,1.0,6.0,Right,Fastball,FoulBallNotFieldable,88.93,2025.70,6.019,6.014,-2.113,-2.2480,2.8985,17.9473,-9.1432,2.491,-0.188,-5.5246,1.2561,84.35,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,0,2,1,2.0,4.0,Left,Fastball,FoulBallNotFieldable,89.25,1865.00,5.954,5.969,-2.330,-1.0469,4.1169,15.5069,-16.3974,3.358,0.129,-4.7639,1.1802,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,2,1,2,3.0,4.0,Right,ChangeUp,BallCalled,81.95,1870.78,6.373,5.847,-2.321,-0.8677,2.2248,16.9995,-12.5064,3.024,-1.315,-5.5011,-0.0390,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,1,0,1,2.0,2.0,Right,Fastball,StrikeCalled,89.64,1999.31,5.960,5.903,-2.414,-0.5222,3.2295,18.1014,-8.4189,3.983,-0.118,-3.8399,1.7203,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,7,0,3,2,1.0,7.0,Right,Fastball,BallCalled,90.10,1944.40,5.767,5.964,-2.100,-0.5312,1.7447,16.1151,-11.6038,3.903,-1.443,-4.1001,-0.3322,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,1,0,2,2.0,3.0,Right,ChangeUp,BallCalled,76.96,1655.85,5.684,5.858,-2.259,2.1007,1.3952,-15.3184,5.3375,2.503,-0.514,-9.5533,2.3511,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,9,2,2,2,3.0,5.0,Right,Curveball,BallCalled,77.88,1695.93,5.840,5.907,-2.048,1.1139,2.6191,-13.3827,11.4991,1.875,1.346,-10.0268,4.6819,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,0,2,2,2.0,5.0,Left,Slider,StrikeCalled,79.81,1674.01,5.363,5.655,-2.659,0.1580,3.6098,-0.0926,1.6738,2.024,0.870,-8.1040,3.9065,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,1,1,2,2.0,4.0,Right,Fastball,InPlay,88.66,2077.65,6.033,5.861,-2.116,-2.3319,3.4738,20.4570,-10.9762,2.370,0.190,-5.4361,1.5036,94.48,FlyBall
"Estes, Brady",20260314-BaggettStadium-1,9,2,3,2,3.0,6.0,Right,Fastball,InPlay,89.40,2258.64,5.825,6.088,-2.056,-3.2537,2.9664,19.8172,-11.6980,1.709,-0.271,-6.3719,0.8727,88.00,FlyBall
"Estes, Brady",20260314-BaggettStadium-1,7,0,0,0,2.0,1.0,Right,ChangeUp,BallCalled,86.29,2039.52,5.881,6.018,-2.218,-5.1462,4.4395,14.8776,-13.4412,-0.720,0.794,-9.4465,2.0344,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,6,1,0,0,3.0,1.0,Right,FourSeamFastBall,BallCalled,89.17,2050.37,5.898,5.791,-2.559,-1.2349,2.8710,18.0081,-14.4854,3.188,-1.099,-4.5718,0.2746,null,Undefined
"Estes, Brady",20260314-BaggettStadium-1,8,2,0,0,3.0,1.0,Left,Fastball,StrikeCalled,89.03,2154.81,6.067,5.927,-2.231,-2.4155,4.0062,20.1251,-16.1656,2.370,0.135,-5.4872,1.1043,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,0,5,1,Right,Curveball,StrikeCalled,76.33,1567.89,5.570,5.910,-2.452,1.0939,0.6145,-7.1672,13.4293,2.239,-0.758,-9.1912,3.0151,null,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,0,0,1,5,2,Right,Curveball,FoulBallNotFieldable,77.51,1746.49,5.280,5.996,-2.646,2.2612,1.1652,-13.3403,8.9936,2.978,-0.802,-8.9400,2.7628,80.51,Undefined
"Estes, Brady",20260323-BaggettStadium-1,7,2,0,0,8,1,Right,Curveball,BallCalled,76.02,1556.74,5.439,5.922,-2.358,2.7944,0.2483,-6.8256,11.3517,3.847,-1.180,-7.4808,2.2692,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,8,2,0,0,4.0,1.0,Right,Fastball,StrikeCalled,88.67,1996.32,5.987,5.792,-2.408,-2.0233,4.4241,15.8549,-13.3487,2.236,0.588,-5.8336,2.0335,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,8,2,0,1,4.0,2.0,Right,Fastball,BallCalled,88.23,1947.49,6.232,6.069,-2.197,-0.1252,3.2534,18.0888,-7.1558,4.469,0.211,-3.5581,1.9643,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,8,2,1,1,4.0,3.0,Right,Curveball,BallCalled,77.16,1478.78,5.404,5.955,-2.256,3.5663,1.4895,-10.8699,10.8372,4.337,0.044,-7.3040,3.4145,null,Undefined
