pitcher,gameid,inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
"Estes, Brady",20260322-BaggettStadium-1,8,2,2,1,4.0,4.0,Right,Fastball,InPlay,88.45,2091.36,6.003,5.872,-2.259,-1.2534,3.5227,17.3634,-12.6500,3.171,-0.045,-4.7677,1.2532,92.60,FlyBall
"Estes, Brady",20260322-BaggettStadium-1,8,0,0,0,1.0,1.0,Right,Fastball,InPlay,89.66,2086.25,5.796,6.021,-2.457,-2.1965,3.3437,21.3011,-12.0978,2.754,-0.351,-5.0588,1.1814,95.96,LineDrive
"Estes, Brady",20260322-BaggettStadium-1,8,0,0,0,2.0,1.0,Right,Fastball,InPlay,88.71,2074.56,5.761,6.014,-2.460,-1.9435,4.1641,20.6073,-13.6612,2.858,0.284,-5.0670,1.7275,96.86,LineDrive
"Estes, Brady",20260322-BaggettStadium-1,7,0,0,0,1.0,1.0,Right,Fastball,InPlay,89.95,2070.29,5.934,5.981,-2.548,-2.3673,2.8482,19.8912,-10.8670,2.544,-0.809,-5.2195,0.8994,91.89,FlyBall
"Estes, Brady",20260322-BaggettStadium-1,7,1,0,0,2.0,1.0,Right,Fastball,InPlay,90.91,2196.37,5.817,5.902,-2.578,-3.8872,4.1178,20.7366,-13.6519,1.146,0.120,-6.4860,1.6799,83.26,FlyBall
"Estes, Brady",20260322-BaggettStadium-1,7,2,0,0,3.0,1.0,Right,Fastball,StrikeCalled,89.57,2146.13,5.871,5.770,-2.614,-2.7890,3.2007,19.1934,-11.5676,1.840,-0.602,-5.8476,1.1295,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,7,2,0,1,3.0,2.0,Right,Curveball,FoulBallNotFieldable,78.21,1666.71,5.624,5.812,-2.431,1.0308,2.2397,-11.9468,8.3144,1.941,0.353,-9.4926,3.7258,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,8,1,0,0,3.0,1.0,Right,Fastball,FoulBallNotFieldable,86.86,1906.77,5.917,5.984,-2.277,-1.3608,3.6072,21.1851,-12.1991,3.354,0.058,-4.5244,1.4229,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,7,2,0,2,3.0,3.0,Right,Curveball,BallCalled,77.50,1491.52,5.401,5.915,-2.337,1.7532,0.0771,-11.0382,8.5346,2.656,-1.554,-8.9433,1.5980,null,Undefined
"Estes, Brady",20260322-BaggettStadium-1,8,1,0,1,3.0,2.0,Right,Fastball,FoulBallNotFieldable,87.69,1850.44,5.899,5.837,-2.389,-1.9313,3.8248,17.7032,-13.8727,2.425,0.011,-5.6321,1.3416,88.87,Undefined
"Estes, Brady",20260322-BaggettStadium-1,7,2,1,2,3.0,4.0,Right,Fastball,InPlay,89.09,2118.41,5.793,5.816,-2.385,-2.5335,2.8822,19.4088,-15.6749,2.089,-1.008,-5.6722,0.0776,69.39,GroundBall
"Estes, Brady",20260322-BaggettStadium-1,8,1,0,2,3.0,3.0,Right,Curveball,StrikeCalled,77.02,1472.07,5.571,5.914,-2.362,2.1795,1.7745,-12.8787,5.8507,2.796,-0.216,-9.1378,2.8192,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,1,0,2,2,Right,Fastball,StrikeCalled,89.55,2217.56,6.126,5.938,-2.364,-1.1529,4.3300,18.7154,-17.1185,3.482,0.220,-4.3855,1.2559,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,3,0,6,4,Left,Fastball,BallCalled,89.67,2011.03,5.837,5.847,-2.532,-2.7067,1.9488,19.3983,-8.2034,2.019,-1.403,-5.7083,0.4788,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,3,1,2,5,Right,Fastball,BallCalled,90.11,2088.21,5.717,5.995,-2.378,-1.2763,2.6123,20.4083,-11.4170,3.594,-0.895,-4.0776,0.5728,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,0,0,7,1,Right,Fastball,BallCalled,90.51,1923.34,5.776,5.958,-2.482,-2.8102,2.3205,14.2231,-14.2448,1.623,-1.508,-6.6885,-0.2304,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,1,0,7,2,Right,Fastball,BallCalled,90.19,2098.31,5.892,5.744,-2.713,-3.6461,2.4631,14.8789,-13.8936,0.716,-1.582,-7.3234,-0.0301,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,0,3,1,Right,Curveball,StrikeSwinging,77.33,1726.50,5.476,5.929,-2.327,1.6668,1.8915,-15.0208,10.7406,2.206,0.339,-9.8606,3.8070,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,1,3,2,Right,Curveball,HitByPitch,77.07,1807.70,5.509,5.923,-2.324,0.5028,3.6426,-13.4430,11.2090,1.230,2.021,-10.7078,5.6379,39.86,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,0,4,1,Right,Fastball,FoulBallNotFieldable,88.51,2009.08,5.978,5.960,-2.439,-2.2459,3.3790,20.4138,-10.9956,2.540,-0.220,-5.3513,1.4071,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,1,4,2,Right,Curveball,StrikeCalled,76.83,1818.27,5.503,5.904,-2.501,2.0538,1.3008,-13.5738,13.6724,2.619,-0.145,-9.3272,3.7400,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,2,0,7,3,Right,Fastball,BallCalled,90.84,2048.32,5.598,6.046,-2.234,-4.0354,2.3831,18.9208,-9.1773,0.973,-0.772,-6.9728,0.7463,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,2,4,3,Right,Fastball,InPlay,89.46,2123.86,5.777,5.947,-2.447,-2.0205,3.2019,19.5453,-14.6707,2.683,-0.687,-5.2310,0.5793,97.51,GroundBall
"Estes, Brady",20260404-BaggettStadium-2,5,1,3,0,7,4,Right,Fastball,StrikeCalled,90.43,2079.08,5.531,5.854,-2.359,-2.4776,3.0175,16.7962,-5.7678,2.051,-0.016,-5.8086,1.9912,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,3,1,7,5,Right,Fastball,InPlay,89.91,2088.31,5.670,5.822,-2.298,-2.0888,2.9050,16.4688,-13.7789,2.313,-0.735,-5.6215,0.4452,100.22,GroundBall
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,0,5,1,Left,Fastball,BallCalled,88.93,2165.61,6.040,5.973,-2.287,-3.6085,4.5254,21.5426,-12.1084,1.426,0.903,-6.3825,2.3564,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,1,0,5,2,Left,Curveball,StrikeCalled,75.14,1665.75,5.605,5.891,-2.461,1.8676,0.4795,-12.9057,10.7480,2.363,-1.118,-9.6522,2.4028,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,0,0,1,1,Right,Fastball,BallCalled,88.29,2071.01,5.981,5.916,-2.473,-3.6600,4.0659,19.4548,-16.3118,1.098,-0.057,-6.9068,1.1421,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,1,1,5,3,Left,Curveball,HitByPitch,76.05,1703.31,5.578,6.000,-2.370,3.4657,0.0528,-14.4749,6.7340,3.922,-1.760,-8.1734,1.2550,40.72,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,1,0,1,2,Right,Fastball,StrikeCalled,88.95,2101.78,6.268,5.921,-2.316,-2.4342,3.4034,18.9577,-16.8012,2.291,-0.575,-5.6475,0.3723,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,1,1,1,3,Right,ChangeUp,BallCalled,85.72,1808.31,6.339,5.996,-2.413,-1.7334,1.7450,15.8802,-10.2953,2.576,-1.664,-5.9017,-0.1184,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,2,1,1,4,Right,ChangeUp,BallCalled,83.86,1961.65,6.171,5.848,-2.504,-1.3060,1.3803,14.0927,-16.6330,2.495,-2.615,-6.1766,-1.6221,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,3,1,1,5,Right,Fastball,StrikeCalled,88.96,2096.39,5.859,5.910,-2.394,-2.2962,3.4373,17.6968,-12.8974,2.272,-0.272,-5.7144,1.1289,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,0,0,6,1,Left,Curveball,BallCalled,78.00,1807.24,5.983,5.783,-2.536,-0.6404,1.7560,-13.7313,11.8930,0.160,0.084,-11.6557,3.9028,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,0,3,2,1,6,Right,Fastball,InPlay,89.83,2082.46,6.069,5.969,-2.192,-2.3191,4.1710,17.1581,-14.7538,2.329,0.446,-5.7334,1.5232,93.06,FlyBall
"Estes, Brady",20260402-BaggettStadium-2,5,2,1,0,3,2,Right,Fastball,FoulBallNotFieldable,89.46,2184.22,5.757,5.935,-2.086,-2.3200,3.0421,22.4860,-12.3262,2.697,-0.278,-4.8253,0.8397,74.27,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,1,0,0,2,1,Right,Fastball,FoulBallNotFieldable,89.72,2191.71,5.741,5.973,-2.285,-3.1431,3.6447,21.8563,-14.4569,1.896,-0.091,-5.8038,1.0643,66.93,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,2,2,8,5,Right,Fastball,BallCalled,92.55,2234.45,5.873,5.898,-2.285,-4.1198,2.8335,20.1353,-15.7575,0.977,-0.964,-6.6314,0.0098,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,1,0,1,2,2,Right,Fastball,InPlay,89.15,2174.61,5.591,5.769,-2.439,-1.5153,2.8723,19.2493,-15.0935,2.977,-1.012,-4.6532,0.1824,92.34,FlyBall
"Estes, Brady",20260402-BaggettStadium-2,4,1,3,2,8,6,Right,Fastball,FoulBallNotFieldable,92.39,2254.14,5.809,5.865,-2.284,-2.6910,3.0103,18.5153,-11.8991,2.137,-0.473,-5.4978,0.8816,69.81,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,2,1,1,3,3,Right,Curveball,BallCalled,78.98,1596.49,5.584,5.920,-2.348,0.4515,2.6190,-9.8615,11.6499,1.705,1.070,-9.6596,4.6984,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,2,2,1,3,4,Right,Fastball,StrikeCalled,89.43,2076.36,5.661,5.628,-2.423,-2.6566,3.0490,18.8969,-11.8589,1.724,-0.565,-5.9176,0.9331,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,3,2,8,7,Right,Curveball,BallCalled,78.89,1253.52,5.766,5.790,-2.508,1.6705,-0.2583,-12.8549,10.5943,2.498,-1.866,-8.9541,1.6431,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,2,0,0,3,1,Right,Fastball,StrikeCalled,89.45,2180.64,5.879,5.938,-2.111,-1.8928,4.3752,19.1972,-12.6546,2.846,0.906,-4.9367,2.1143,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,2,2,2,3,5,Right,Fastball,StrikeCalled,89.87,2037.84,5.760,5.924,-2.072,-1.3240,3.8224,19.2456,-15.2252,3.326,0.222,-4.4847,1.1046,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,2,0,1,3,2,Right,Curveball,StrikeCalled,79.11,1357.06,5.511,5.714,-2.296,1.5165,0.5745,-9.2367,10.1145,2.576,-0.916,-8.4372,2.3799,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,2,0,2,3,3,Right,Fastball,BallCalled,89.93,2118.52,5.515,5.956,-2.187,-0.6426,1.2289,18.8584,-15.0297,4.011,-2.290,-3.7019,-1.4492,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,0,9,1,Left,Cutter,BallCalled,78.98,1781.73,5.774,5.673,-2.456,1.2539,0.7661,-0.7356,3.8458,3.060,-1.422,-7.0635,1.4552,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,0,0,1,1,Right,Fastball,BallCalled,89.71,2200.92,5.887,5.964,-2.265,-0.3037,3.9498,19.7224,-12.8174,4.396,0.340,-3.2794,1.6579,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,1,0,9,2,Left,Fastball,BallCalled,92.09,2277.61,5.864,5.831,-2.441,-4.7565,4.2451,19.9022,-14.4412,0.271,0.306,-7.3251,1.6641,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,2,1,2,3,4,Right,Fastball,StrikeSwinging,90.60,2006.50,5.834,5.792,-2.335,-0.7171,2.5119,18.2864,-11.5824,3.817,-0.964,-3.7049,0.4379,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,1,0,1,2,Right,Fastball,BallCalled,89.99,2205.11,5.969,5.680,-2.339,-6.0409,5.4747,19.4440,-15.1439,-1.273,1.490,-9.0133,2.7699,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,2,0,1,3,Right,Fastball,BallCalled,91.22,2022.09,5.800,5.847,-2.209,-0.7467,3.3188,17.4396,-13.3529,3.793,-0.231,-3.8483,0.9318,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,3,0,1,4,Right,Fastball,StrikeCalled,90.81,2109.34,5.743,5.874,-2.379,-1.4902,3.1165,20.2573,-11.7823,3.323,-0.457,-4.1697,1.0121,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,2,0,9,3,Left,Fastball,BallCalled,90.59,1982.58,6.013,5.868,-2.350,-0.1781,3.2886,17.7314,-11.8268,4.327,-0.285,-3.3507,1.1662,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,3,0,9,4,Left,Fastball,BallCalled,90.32,2049.47,5.856,5.630,-2.488,-1.1769,2.3219,18.7391,-11.0825,3.221,-1.253,-4.2016,0.3361,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,3,1,1,5,Right,Fastball,FoulBallNotFieldable,89.22,2096.47,5.754,5.815,-2.324,-1.9816,3.3579,19.6261,-13.9097,2.637,-0.353,-5.0327,0.8733,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,1,0,6,2,Left,Curveball,BallCalled,78.46,1762.63,5.713,5.822,-2.530,-0.4881,2.6553,-12.8824,9.3329,0.359,0.724,-11.4390,4.3288,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,0,10,1,Left,Fastball,StrikeCalled,89.75,1863.60,6.007,5.772,-2.293,-2.9480,4.3721,19.6828,-14.5602,1.777,0.553,-5.8290,1.7638,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,3,2,1,6,Right,Fastball,FoulBallNotFieldable,91.25,2168.39,5.891,5.716,-2.213,-2.5118,4.0549,18.7208,-7.5895,2.036,0.926,-5.6339,2.6981,103.64,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,1,10,2,Left,Fastball,FoulBallNotFieldable,90.19,1905.14,5.724,5.946,-2.212,-1.5041,2.8590,19.0314,-12.6117,3.235,-0.598,-4.5014,0.6060,84.69,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,2,10,3,Left,Fastball,StrikeCalled,91.59,2193.70,5.916,5.870,-2.235,-2.6286,4.4521,19.8198,-15.2697,2.260,0.632,-5.3237,1.7219,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,0,3,2,1,7,Right,Curveball,StrikeCalled,79.54,1549.69,5.533,5.790,-2.227,1.9371,1.4284,-10.5283,11.9862,2.886,0.107,-8.4257,3.5664,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,2,0,0,11,1,Right,Fastball,BallCalled,90.72,2199.38,5.971,5.911,-2.095,-5.1580,4.8917,23.5753,-12.8582,0.191,1.380,-7.2965,2.5939,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,1,0,0,2,1,Left,Fastball,FoulBallNotFieldable,90.48,2093.80,5.711,5.792,-2.461,-2.5227,2.6215,19.9932,-10.6265,2.172,-0.902,-5.4605,0.7231,74.57,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,2,1,0,11,2,Right,Fastball,InPlay,90.47,2150.63,5.936,5.756,-2.378,-2.1678,4.1594,18.7359,-14.4619,2.394,0.283,-5.2837,1.5709,94.78,FlyBall
"Estes, Brady",20260402-BaggettStadium-2,5,1,0,1,2,2,Left,Fastball,FoulBallNotFieldable,90.89,2082.08,5.584,5.826,-2.492,-1.8648,3.6152,20.3366,-13.5889,2.896,-0.244,-4.5973,1.1970,90.80,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,0,0,0,1,1,Right,Fastball,BallCalled,88.08,2150.79,6.118,6.193,-1.997,-2.6434,5.0479,20.7989,-9.4523,2.432,1.895,-5.6794,3.3550,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,0,8,1,Right,Fastball,StrikeCalled,92.31,2238.04,5.943,5.899,-2.689,-2.7618,3.6215,18.8679,-13.8121,2.129,-0.476,-5.5464,1.1465,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,1,0,2,2,3,Left,Curveball,BallCalled,75.68,1255.83,5.463,5.913,-2.050,3.9473,0.3418,-11.1051,8.5725,4.543,-1.015,-7.1264,1.8672,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,0,1,0,1,2,Right,Fastball,BallCalled,89.16,2165.12,5.748,5.781,-2.514,-2.7359,2.2576,20.7190,-13.6632,1.949,-1.549,-5.7085,-0.1863,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,1,8,2,Right,Fastball,StrikeCalled,92.43,2223.75,5.886,5.873,-2.512,-2.8074,2.3668,19.1207,-11.6888,2.095,-1.287,-5.5087,0.2710,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,1,1,2,2,4,Left,Fastball,InPlay,90.07,2114.20,5.820,5.859,-2.319,-1.4851,2.4931,20.0190,-12.3664,3.259,-1.031,-4.2932,0.2791,75.85,FlyBall
"Estes, Brady",20260402-BaggettStadium-2,6,0,2,0,1,3,Right,Fastball,StrikeCalled,88.38,2089.63,5.814,5.875,-2.148,-2.2834,2.3176,22.6563,-11.3068,2.597,-0.934,-4.9823,0.2933,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,4,1,0,2,8,3,Right,Fastball,BallCalled,92.39,2292.02,5.695,5.801,-2.530,-0.8290,1.9512,17.6072,-12.6122,3.710,-1.762,-3.8636,-0.3028,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,6,0,2,1,1,4,Right,Fastball,InPlay,89.27,2193.92,5.834,5.832,-2.353,-3.4011,4.3576,23.7884,-11.9679,1.652,0.708,-5.7766,2.2216,97.30,FlyBall
"Estes, Brady",20260402-BaggettStadium-2,4,1,1,2,8,4,Right,Fastball,BallCalled,92.17,2308.52,5.654,5.830,-2.313,-4.1024,2.9695,21.4595,-13.3095,0.971,-0.650,-6.4761,0.5953,null,Undefined
"Estes, Brady",20260402-BaggettStadium-2,5,2,0,0,3,1,Right,Fastball,BallCalled,90.80,2105.77,5.928,5.824,-2.439,-0.9897,2.5229,18.5644,-13.9628,3.627,-1.260,-3.9257,0.0180,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,1,1,2,3,Right,Fastball,BallCalled,89.08,1905.19,5.786,5.947,-2.295,-2.2208,1.4897,21.8904,-10.8073,2.702,-1.810,-4.9726,-0.4455,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,2,1,2,4,Right,ChangeUp,BallCalled,85.77,1967.71,6.142,6.005,-2.440,-1.3148,1.1610,14.5526,-16.8264,2.818,-2.770,-5.8056,-1.8747,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,2,1,0,6,2,Right,ChangeUp,BallCalled,83.65,1913.78,6.666,5.724,-2.370,-2.5082,2.6813,13.4324,-14.6639,1.315,-1.137,-7.2899,0.0109,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,6,1,0,0,2,1,Right,Fastball,BallCalled,90.25,2194.46,5.749,5.993,-2.299,-0.3911,2.9683,21.9053,-10.9175,4.532,-0.443,-2.9671,1.0180,null,Undefined
"Estes, Brady",20260404-BaggettStadium-2,5,1,2,0,6,3,Left,Fastball,BallCalled,91.53,2223.64,5.887,5.815,-2.575,-5.0894,3.4604,19.5323,-2.1574,-0.172,0.463,-7.9432,3.0744,null,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,0,0,2,1,Right,Fastball,BallCalled,92.31,2178.50,6.359,5.794,-2.269,-0.6837,4.3221,19.6625,-13.0928,4.098,0.625,-3.1821,1.9616,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,0,2,5,3,Right,Curveball,BallCalled,78.43,1945.30,6.135,5.729,-2.113,-0.8977,3.3456,-12.8515,10.0189,0.017,1.817,-11.5832,5.1543,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,1,2,5,4,Right,Fastball,BallCalled,90.40,2185.86,6.213,5.865,-2.150,-0.7203,2.2418,17.4670,-13.1351,3.827,-1.175,-3.8861,-0.1281,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,2,2,5,5,Right,Curveball,BallCalled,77.70,1985.95,5.942,5.717,-2.338,2.1043,-0.2674,-14.6598,12.4249,2.589,-1.550,-9.0610,1.9698,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,3,2,5,6,Right,Curveball,StrikeCalled,77.59,1939.14,5.942,5.792,-2.352,1.4069,0.2838,-13.4840,10.7099,2.089,-1.197,-9.5974,2.2132,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,2,0,0,6,1,Left,Curveball,StrikeSwinging,78.12,1821.56,6.140,5.611,-2.183,0.0316,2.5840,-14.1935,10.5885,0.644,1.089,-10.9319,4.4969,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,2,0,1,6,2,Left,Curveball,InPlay,76.45,1992.41,6.307,5.871,-2.109,1.1588,1.1586,-17.2231,13.9610,1.546,0.122,-10.7365,3.6925,94.76,LineDrive
"Estes, Brady",20260412-GossStadium-1,9,1,1,0,4,2,Left,Fastball,BallCalled,90.87,2211.05,6.481,5.941,-2.213,-4.6626,3.8788,18.7830,-12.5667,0.441,0.307,-7.4170,1.6048,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,2,0,4,3,Left,Fastball,BallCalled,89.99,2232.35,6.389,5.829,-2.067,-3.6244,4.3246,18.9512,-13.4801,1.232,0.795,-6.5001,1.8919,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,3,0,4,4,Left,Fastball,StrikeCalled,88.87,2223.62,6.553,5.694,-2.187,-2.4836,4.0254,20.4306,-12.8687,2.203,0.438,-5.3132,1.6948,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,3,1,4,5,Left,Fastball,InPlay,89.95,2206.68,6.293,5.878,-2.154,-1.7931,3.7243,19.3504,-15.0441,2.979,0.029,-4.6810,1.0112,98.95,FlyBall
"Estes, Brady",20260412-GossStadium-1,9,1,0,0,5,1,Right,Curveball,StrikeCalled,77.82,1838.28,6.133,5.648,-2.480,2.2105,1.9310,-13.7537,9.8204,2.715,0.124,-8.7679,3.7021,null,Undefined
"Estes, Brady",20260412-GossStadium-1,9,1,0,1,5,2,Right,Curveball,FoulBallNotFieldable,78.31,2005.37,6.036,5.757,-2.436,0.9918,2.2377,-15.9830,11.4957,1.543,0.595,-10.2636,4.3098,null,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,1,0,2,2,Right,Fastball,BallCalled,90.99,2101.56,6.595,5.777,-2.260,-3.3797,6.1086,18.7234,-12.2389,1.442,2.338,-6.2049,3.9028,null,Undefined
"Estes, Brady",20260410-GossStadium-1,4,1,1,1,2,3,Right,Curveball,BallCalled,76.27,1793.59,6.069,5.793,-2.371,4.6478,-0.6737,-16.7128,13.9838,4.655,-1.829,-7.4033,1.8432,null,Undefined
"Estes, Brady",20260410-GossStadium-1,6,1,0,0,3,1,Left,Slider,InPlay,80.17,1718.52,6.513,5.618,-2.495,-0.0894,2.7765,0.1478,0.8945,1.989,0.130,-8.0116,2.9388,100.89,FlyBall
"Estes, Brady",20260410-GossStadium-1,4,1,2,1,2,4,Right,Fastball,StrikeSwinging,91.05,2322.52,6.506,5.743,-2.128,-2.2769,4.1208,20.3196,-11.5250,2.553,0.700,-4.8575,2.0363,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,0,0,0,2,1,Left,Curveball,BallCalled,76.28,1743.27,6.055,5.578,-2.211,4.5268,1.3408,-13.9539,12.2065,4.576,0.047,-6.9738,3.5343,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,2,0,0,6,1,Right,Curveball,BallCalled,77.13,1873.54,6.073,5.780,-2.261,-0.0573,1.4208,-16.5619,12.9408,0.416,0.132,-11.6928,3.7618,null,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,2,0,2,3,Right,Fastball,StrikeSwinging,91.70,2208.03,6.478,5.854,-2.156,-2.2136,2.9255,19.5788,-10.6311,2.716,-0.353,-4.7971,0.9995,null,Undefined
"Estes, Brady",20260410-GossStadium-1,4,1,2,2,2,5,Right,Fastball,FoulBallNotFieldable,91.44,2252.56,6.334,5.939,-2.053,-3.2023,3.2634,20.2266,-11.8165,1.900,-0.029,-5.7354,1.1294,87.13,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,2,1,2,4,Right,Fastball,StrikeSwinging,92.45,2200.03,6.408,5.732,-2.261,-2.4246,3.9527,18.3470,-13.9590,2.317,0.216,-5.1762,1.4307,null,Undefined
"Estes, Brady",20260410-GossStadium-1,4,1,2,2,2,6,Right,Fastball,BallCalled,90.56,2158.31,6.429,5.881,-2.278,-0.1377,2.6305,17.5448,-13.4489,4.436,-0.979,-3.1879,0.1953,null,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,2,2,2,5,Right,Fastball,FoulBallNotFieldable,93.12,2209.41,6.244,5.815,-2.443,-2.0818,4.3799,18.4417,-12.9603,2.740,0.525,-4.7593,2.0483,54.60,Undefined
"Estes, Brady",20260410-GossStadium-1,4,1,3,2,2,7,Right,Curveball,BallCalled,77.23,1782.28,6.133,5.709,-2.053,2.9267,2.5119,-16.5601,10.4277,3.176,1.139,-8.5983,4.3900,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,2,2,0,6,3,Right,Fastball,StrikeCalled,89.38,2204.59,6.338,5.918,-2.172,-1.6358,4.4344,22.5224,-13.4007,3.395,0.802,-4.0293,2.0201,null,Undefined
"Estes, Brady",20260410-GossStadium-1,3,0,2,2,2,6,Right,Fastball,StrikeSwinging,92.54,2132.95,6.120,5.794,-2.260,-0.3189,2.6452,20.6497,-8.5691,4.515,-0.527,-2.6301,1.1031,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,2,2,1,6,4,Right,Curveball,StrikeCalled,76.32,1739.44,6.105,5.707,-2.356,3.1180,1.4453,-15.6991,12.7115,3.293,0.040,-8.5705,3.7361,null,Undefined
"Estes, Brady",20260410-GossStadium-1,4,1,0,0,3,1,Right,Fastball,BallCalled,89.86,2152.49,6.409,5.772,-2.319,0.0025,2.0319,15.1646,-13.9186,4.225,-1.609,-3.5418,-0.4892,null,Undefined
"Estes, Brady",20260410-GossStadium-1,5,0,1,0,2,2,Left,Curveball,InPlay,76.07,1778.74,5.981,5.903,-2.074,2.1856,1.3927,-12.0719,11.1925,2.898,0.149,-8.8859,3.4065,100.79,LineDrive
"Estes, Brady",20260410-GossStadium-1,5,2,2,2,6,5,Right,Curveball,StrikeSwinging,75.93,1742.64,6.176,5.810,-2.411,-0.0389,1.9031,-12.4331,11.0393,0.728,0.267,-11.1173,3.9011,null,Undefined
