inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
1,0,1,1,5,3,Right,FourSeamFastBall,BallCalled,91.23,2007.6,5.461,6.155,1.695,-0.9349,-1.5549,13.7828,10.3741,3.575,1.104,-4.7589,0.292,NA,Undefined
1,0,2,1,5,4,Right,Cutter,InPlay,84.56,2302.09,4.979,6.078,1.61,-1.0526,-2.0364,6.5407,-3.7071,2.168,-0.623,-7.4617000000000004,-2.6906,92.45,FlyBall
2,0,0,1,1,3,Left,ChangeUp,BallCalled,83.65,1190.36,5.269,5.892,1.649,1.0107,0.2528,6.6584,8.2673,3.971,2.575,-5.3241,1.7196,NA,Undefined
2,0,1,1,1,4,Left,Sinker,FoulBallNotFieldable,90.84,1762.97,5.478,5.872,1.709,-0.3297,-2.3113,8.4112,13.3461,3.369,0.658,-5.2154,0.0647,78.54,Undefined
1,1,0,0,6,1,Left,FourSeamFastBall,FoulBallNotFieldable,91.64,2018.73,5.356,6.058,1.506,-1.6877,-1.9822,16.8006,8.4874,3.018,0.354,-4.9832,-0.4749,NA,Undefined
2,0,1,2,1,5,Left,Cutter,FoulBallNotFieldable,84.63,2291.42,5.146,5.984,1.59,-1.2594,-1.0507,5.9361,-3.2993,1.947,0.325,-7.4919,-1.6355,79.99,Undefined
1,1,0,1,6,2,Left,Sinker,StrikeCalled,92.4,1970.95,5.458,5.93,1.809,-1.4866,-3.8134,9.4036,15.7048,2.478,-0.457,-6.0869,-1.0234,NA,Undefined
2,0,1,2,1,6,Left,Sweeper,BallCalled,81.46,2653.32,5.043,5.876,1.874,-1.5464,-2.5407,-1.7383,-21.4695,0.611,-2.313,-9.7413,-6.3321,NA,Undefined
1,1,0,2,6,3,Left,Cutter,BallCalled,85.87,2373.33,5.029,5.988,1.672,-1.8655,-2.6791,5.3566,-5.9304,1.404,-1.352,-7.993,-3.7257,NA,Undefined
1,1,1,2,6,4,Left,Sinker,BallCalled,92.3,1970.9,5.338,5.987,1.737,-1.336,-1.3714,7.5609,14.962,2.522,1.697,-6.2448,1.2886,NA,Undefined
2,0,0,1,1,7,Right,Sweeper,FoulBallNotFieldable,80.93,2555.96,5.041,5.88,1.828,0.3705,0.4704,3.7102,-12.3587,2.875,1.242,-6.9447,-1.7152,67.4,Undefined
1,1,2,2,6,5,Left,FourSeamFastBall,InPlay,92.08,1897.56,5.567,6.016,1.633,-1.7675,-3.071,18.494,8.9452,3.054,-0.494,-4.7879,-1.4785,90.31,GroundBall
2,0,0,1,1,8,Right,Sinker,InPlay,91.32,1815.08,5.543,5.989,1.643,-2.5441,-2.3771,9.7062,15.5053,1.588,0.712,-7.0129,0.3885,59.5,GroundBall
1,1,0,0,7,1,Right,Sinker,StrikeCalled,91.48,1805.64,5.668,5.96,1.446,-1.7381,-2.4184,2.4635,13.363,1.687,0.303,-7.6031,-0.0279,NA,Undefined
1,1,0,1,7,2,Right,Cutter,BallCalled,85.93,2474.79,5.037,6.065,1.661,-0.9861,-2.1547,7.6777,-9.9911,2.414,-1.206,-6.9938,-3.918,NA,Undefined
6,1,0,0,2,1,Right,Sinker,BallCalled,90.78,1839.18,5.342,6.252,1.53,-0.4933,-1.8047,13.6606,16.7567,4.026,1.233,-4.4465,1.1714,NA,Undefined
6,1,1,0,2,2,Right,Slider,InPlay,81.51,2252.51,4.93,6.191,1.632,-0.9821,-1.683,5.1085,-6.1247,2.058,-0.47,-7.9358,-2.7634,83.03,FlyBall
6,2,0,0,3,1,Left,Sinker,BallCalled,90.04,1956.5,5.171,6.136,1.762,-2.6378,-2.7964,9.5332,18.5859,1.48,0.677,-7.4047,0.4953,NA,Undefined
6,2,1,0,3,2,Left,Sinker,FoulBallNotFieldable,91.27,1974.21,5.371,6.092,1.64,-1.8052,-2.5227,11.2467,18.3891,2.456,0.805,-6.1288,0.7454,71.81,Undefined
6,2,1,1,3,3,Left,ChangeUp,BallCalled,82.63,1343.97,5.46,5.97,1.869,-3.8237,-3.8996,14.4052,17.0743,0.033,-0.364,-9.0301,-0.8636,NA,Undefined
6,2,2,1,3,4,Left,Sinker,StrikeCalled,90.17,1802.92,5.18,6.116,1.769,-0.8727,-2.2495,9.7667,17.1916,3.129,1.084,-5.6772,0.7953,NA,Undefined
6,2,2,2,3,5,Left,ChangeUp,StrikeSwinging,83.02,1509.21,5.347,5.978,1.653,-2.4687,-2.8133,9.6788,12.5245,1.001,0.055,-8.3047,-0.5876,NA,Undefined
6,0,0,0,4,1,Right,Sweeper,StrikeCalled,79.25,2357.87,4.893,6.068,1.825,1.1106,0.2364,0.8185,-22.5846,3.255,0.167,-7.3304,-3.7453,NA,Undefined
6,0,0,1,4,2,Right,Sweeper,BallCalled,80.21,2648.51,4.712,6.073,1.852,-0.2593,-1.2032,-2.7473,-17.8341,1.765,-0.777,-9.0206,-4.3389,NA,Undefined
6,0,2,1,4,3,Right,Sweeper,BallCalled,79.75,2687.74,4.871,6.051,1.872,-1.1407,-1.963,7.7671,-19.1576,1.701,-1.583,-8.294,-5.3343,NA,Undefined
6,0,2,1,4,4,Right,Sinker,InPlay,91.39,1897.52,5.326,6.091,1.699,-2.6098,-3.1046,9.3586,18.034300000000002,1.526,0.285,-7.2868,0.0972,98.23,GroundBall
6,0,0,0,1,1,Right,Sinker,StrikeCalled,89.56,1789.53,5.362,6.133,1.687,-2.6383,-3.0633,9.0889,14.4969,1.422,0.02,-7.5646,-0.4878,NA,Undefined
6,0,0,1,1,2,Right,Slider,BallCalled,82.18,2391.43,4.776,6.214,1.61,-2.3364,-2.4613,3.5586,-5.2397,0.674,-1.161,-9.4904,-3.3831,NA,Undefined
6,0,1,1,1,3,Right,Sinker,FoulBallNotFieldable,88.89,1834.12,5.479,6.206,1.651,-0.8841,-2.296,10.5356,16.9515,3.235,0.914,-5.6619,0.7227,55.53,Undefined
6,0,1,2,1,4,Right,Slider,BallCalled,78.8,2429.32,4.852,6.104,1.906,-0.4772,-2.5481,1.7879,-15.3902,1.884,-1.79,-8.612,-5.2546,NA,Undefined
6,0,2,2,1,5,Right,Sinker,InPlay,89.45,1960.41,5.355,6.165,1.588,-1.5068,-3.5244,10.9393,20.9331,2.655,0.023,-6.1672,0.1903,NA,GroundBall
4,0,0,1,1,2,Left,Sinker,StrikeCalled,93.76,2031.43,5.551,6.099,1.9,-2.9064,-3.3113,11.4121,17.6887,1.613,0.276,-6.8475,-0.1598,NA,Undefined
4,0,0,2,1,3,Left,ChangeUp,StrikeSwinging,86,1818.56,5.63,6.003,1.962,-2.3767,-3.4078,13.1518,12.4551,1.677,-0.183,-7.0632,-1.1866,NA,Undefined
4,1,0,0,2,1,Left,Sinker,BallCalled,93.44,1887.96,5.663,6.108,1.864,-3.3786,-2.1399,11.3526,17.6428,1.172,1.338,-7.3568,1.0149,NA,Undefined
4,1,1,0,2,2,Left,Sinker,BallCalled,93.37,1993.33,5.63,6.07,1.955,-4.0468,-4.3028,10.1917,20.2019,0.381,-0.384,-8.266,-0.7018,NA,Undefined
4,1,2,0,2,3,Left,FourSeamFastBall,BallCalled,93.03,1978.87,5.791,6.027,1.758,-4.1081,-5.1049,18.1136,16.3217,0.95,-1.643,-6.9325,-2.197,NA,Undefined
4,1,3,0,2,4,Left,FourSeamFastBall,StrikeCalled,91.76,2072.58,5.706,6.055,1.931,-3.62,-3.9079,18.2335,14.5416,1.354,-0.504,-6.6324,-1.3144,NA,Undefined
4,1,3,1,2,5,Left,FourSeamFastBall,FoulBallNotFieldable,92.14,2025.36,5.714,6.105,1.726,-2.3142,-2.6911,19.4688,13.0008,2.764,0.301,-5.0488,-0.3685,NA,Undefined
4,1,3,2,2,6,Left,ChangeUp,FoulBallNotFieldable,85.25,1793.73,5.755,5.919,2.087,-2.843,-4.0592,9.4169,14.4328,0.793,-0.496,-8.3197,-1.4799,NA,Undefined
4,1,3,2,2,7,Left,Sinker,InPlay,92.01,2050.9,5.777,6.01,1.988,-1.9519,-2.672,14.2536,16.6927,2.588,0.891,-5.5841,0.3156,86.05,GroundBall
4,1,0,0,3,1,Right,Slider,BallCalled,82.83,2662.82,5.195,6.025,2.209,-2.0692,-2.9374,7.4819,-15.733,1.109,-1.868,-8.5768,-5.7192,NA,Undefined
4,1,1,0,3,2,Right,Slider,BallCalled,82.04,2740.77,5.145,6.053,2.049,-1.9832,-2.8956,8.4402,-16.8141,1.243,-2.081,-8.4177,-5.8653,NA,Undefined
4,1,2,0,3,3,Right,Sinker,InPlay,92.13,2027.71,5.711,6.09,1.839,-3.1479,-3.2952,12.0386,19.256,1.339,0.37,-7.2161,0.1466,50.66,GroundBall
4,1,0,0,4,1,Right,Slider,BallCalled,81.28,2695.19,5.083,6.072,2.207,-1.8795,-2.1464,5.4853,-16.1045,1.051,-1.159,-8.9576,-4.9932,NA,Undefined
4,1,1,0,4,2,Right,Sinker,StrikeCalled,91.85,2009.06,5.818,6.062,1.957,-3.0854,-2.9727,14.6591,15.9847,1.613,0.522,-6.6436,-0.1102,NA,Undefined
4,1,1,1,4,3,Right,Slider,InPlay,81.72,2568.25,5.24,6.011,2.242,-1.3329,-2.0062,11.3332,-5.0967,2.078,-0.069,-7.2545,-2.9095,85.66,Popup
4,2,0,0,5,1,Left,Sinker,BallCalled,92.64,2045.34,5.74,6.093,1.995,-1.2449,-2.3135,12.5203,18.3913,3.232,1.373,-5.0746,0.9769,NA,Undefined
4,2,1,0,5,2,Left,ChangeUp,InPlay,84.15,1784.24,5.737,5.943,2.123,-1.0271,-2.5336,12.9705,14.6134,2.738,0.98,-6.0656,0.0805,68.8,FlyBall
4,0,0,0,1,1,Left,Sinker,StrikeSwinging,93.08,1910.48,5.636,6.021,1.861,-2.2598,-2.9141,11.2305,16.2251,2.11,0.492,-6.2844,-0.0177,NA,Undefined
3,1,2,1,2,4,Right,Slider,StrikeSwinging,82.03,2612.44,5.4,5.945,2.75,-1.9594,-2.8307,6.1657,-11.2988,1.055,-0.846,-8.6363,-4.8376,NA,Undefined
3,1,2,2,2,5,Right,Sinker,FoulBallNotFieldable,91.49,1935.87,5.833,6.051,2.537,-2.5248,-3.7157,16.221,18.1639,2.229,0.592,-5.8699,-0.4663,NA,Undefined
3,1,2,2,2,6,Right,Slider,BallCalled,83.1,2651.49,5.264,6.047,2.566,-2.9625,-2.8828,-2.5823,-9.4498,-0.469,-0.932,-11.0057,-4.5612,NA,Undefined
3,1,3,2,2,7,Right,Slider,BallCalled,81.81,2650.62,5.301,6.005,2.747,-1.6578,-3.4753,4.1513,-10.4432,1.202,-1.39,-8.7184,-5.3246,NA,Undefined
3,1,0,0,3,1,Left,Sinker,StrikeCalled,90.6,1809.06,5.645,6.025,2.46,-2.6349,-2.8214,15.6243,11.7665,1.975,0.806,-6.2162,-0.7215,NA,Undefined
3,1,0,1,3,2,Left,Sinker,BallCalled,91.47,1949.53,5.804,5.979,2.611,-3.2394,-2.7683,12.0334,13.3917,1.161,1.151,-7.2543,-0.3696,NA,Undefined
3,1,1,1,3,3,Left,ChangeUp,BallCalled,83.67,1713.8,5.695,5.937,2.722,-0.2401,-2.2843,8.1596,16.0709,3.044,1.931,-6.1645,0.5894,NA,Undefined
3,1,2,1,3,4,Left,FourSeamFastBall,FoulBallNotFieldable,90.78,1843.64,5.87,6.036,2.385,-3.4499,-3.4745,15.4203,7.8995,1.245,-0.188,-7.0113,-2.0603,64.54,Undefined
3,1,2,2,3,5,Left,FourSeamFastBall,StrikeSwinging,91.28,1840.77,5.977,5.987,2.553,-1.4074,-2.6802,13.5437,12.9545,2.986,1.146,-5.2603,-0.3536,NA,Undefined
3,2,0,0,4,1,Left,ChangeUp,StrikeCalled,83.73,1638.32,5.84,5.9,2.617,0.4773,-2.9388,4.2795,8.4806,3.343,0.59,-6.1937,-1.42,NA,Undefined
3,2,0,1,4,2,Left,Sinker,BallCalled,93.07,1914.2,5.973,6.045,2.406,-2.1022,-1.9832,8.4398,16.6438,2.095,1.954,-6.5801,1.0104,NA,Undefined
3,2,1,1,4,3,Left,FourSeamFastBall,FoulBallNotFieldable,90.41,1922.3,5.69,6.084,2.521,-2.7378,-3.2429,19.0859,7.8079,2.206,0.146,-5.761,-1.8501,NA,Undefined
3,2,1,2,4,4,Left,ChangeUp,BallCalled,85.01,1975.03,5.727,5.969,2.536,-1.742,-2.1807,15.4699,16.5921,2.368,1.887,-6.1917,0.788,NA,Undefined
3,2,2,2,4,5,Left,Sinker,InPlay,90.41,1950.9,5.822,6.05,2.231,-2.0695,-3.8321,14.8277,17.0718,2.459,0.085,-5.8401,-0.7792,88.61,FlyBall
3,0,0,0,1,1,Left,Sinker,BallCalled,92.96,1899.67,5.856,6.085,2.373,-3.3354,-3.45,10.8343,17.6347,1.162,0.634,-7.3891,-0.29,NA,Undefined
3,0,1,0,1,2,Left,Sinker,BallCalled,92.83,1886.79,5.851,5.968,2.571,-3.9712,-3.8408,11.2478,16.6322,0.474,0.383,-7.9637,-0.8627,NA,Undefined
3,0,2,0,1,3,Left,Sinker,InPlay,91.68,1956.95,5.962,6.056,2.536,-1.7449,-3.3152,12.8,16.0602,2.733,0.797,-5.5819,-0.4333,62.21,GroundBall
7,2,0,0,4,1,Left,Fastball,BallCalled,89.74,2152.64,5.591,5.984,3.19,0.352,-4.2746,15.3674,16.3228,4.644,0.552,-3.4231,-1.373,NA,Undefined
7,2,1,0,4,2,Left,ChangeUp,BallCalled,82.65,1892.96,6.041,5.883,3.236,0.244,-5.4479,10.6552,17.7591,3.594,-0.344,-5.3861,-2.2717,NA,Undefined
7,2,2,0,4,3,Left,ChangeUp,StrikeCalled,83.79,1888.82,5.889,5.826,3.223,-1.75,-5.7239,13.6901,18.6484,1.98,-0.555,-6.7103,-2.3988,NA,Undefined
7,2,2,1,4,4,Left,ChangeUp,BallCalled,83.72,1923.61,6.099,5.841,3.085,-2.0788,-5.7521,10.4943,15.0912,1.453,-0.996,-7.5601,-3.0506,NA,Undefined
7,2,3,1,4,5,Left,Fastball,InPlay,90.27,2104.08,5.578,5.893,3.105,-2.3278,-5.0761,17.6835,13.6832,2.264,-0.508,-5.6011,-2.6487,89.59,GroundBall
7,0,0,0,1,1,Left,Fastball,StrikeSwinging,89.49,1936.52,5.605,5.912,3.386,-1.6107,-4.6593,19.8716,13.1988,3.077,0.127,-4.6575,-2.3149,NA,Undefined
7,0,0,1,1,2,Left,Fastball,FoulBallNotFieldable,91.61,1952.24,5.738,5.952,3.095,-2.9375,-5.1552,19.315,12.4067,1.978,-0.685,-5.7543,-2.9487,84.17,Undefined
7,0,0,2,1,3,Left,ChangeUp,InPlay,85.03,1718.71,5.804,5.886,3.25,-2.8765,-4.7024,13.5514,17.6743,1.013,0.339,-7.7963,-1.5461,32.23,GroundBall
7,1,0,0,2,1,Right,Cutter,BallCalled,83.37,2244.94,4.991,5.956,3.419,-1.0072,-3.9886,-0.3321,-5.998,1.487,-0.854,-8.5979,-5.0441,NA,Undefined
7,1,1,0,2,2,Right,Fastball,StrikeCalled,91.63,2080.91,5.707,5.988,3.142,-2.659,-5.0673,15.3828,13.5258,1.928,-0.464,-6.2219,-2.6614,NA,Undefined
7,1,1,1,2,3,Right,Slider,BallCalled,78.46,2776.64,5.438,5.77,3.463,-0.2876,-3.4158,0.4967,-21.7134,1.615,-1.549,-8.7714,-7.2662,NA,Undefined
7,1,2,1,2,4,Right,Slider,FoulBallNotFieldable,78.41,2643.83,5.131,5.713,3.479,0.9122,-2.608,0.9357,-18.9836,2.691,-0.561,-7.5597,-5.9587,64.84,Undefined
7,1,2,2,2,5,Right,Cutter,FoulBallNotFieldable,81.98,2659.52,5.048,5.981,3.372,0.0052,-2.8988,0.5951,-7.1639,2.471,0.039,-7.6093,-4.1625,65.24,Undefined
7,1,2,2,2,6,Right,Fastball,FoulBallNotFieldable,90.12,2030.65,5.704,6.015,3.015,-1.4863,-4.87,16.1684,9.348,3.052,-0.754,-5.0494,-3.2077,NA,Undefined
7,1,2,2,2,7,Right,Fastball,StrikeCalled,90.44,2150.11,5.765,5.945,3.127,-2.1226,-5.5415,17.2604,16.7678,2.48,-0.65,-5.5041,-2.5594,NA,Undefined
7,2,0,0,3,1,Left,Fastball,InPlay,92.44,2159.16,5.656,6.051,3.181,-2.2506,-4.7856,19.7651,13.1841,2.794,-0.194,-4.9128,-2.4423,96.76,LineDrive
6,0,0,2,2,3,Left,Slider,BallCalled,83.52,2553.84,5.178,5.939,3.172,-1.3645,-4.2049,0.4384,-6.873,1.234,-1.364,-8.7607,-5.4177,NA,Undefined
6,1,1,2,5,4,Right,Slider,BallCalled,81.44,2670.31,5.152,5.847,3.442,-3.2844,-4.7746,-3.7525,-17.6794,-1.317,-2.537,-11.9725,-7.892,NA,Undefined
6,0,1,2,2,4,Left,Fastball,BallCalled,91.65,1856.47,6.021,5.99,3.049,-0.0384,-4.021,14.6617,9.3271,4.377,0.096,-3.643,-2.3495,NA,Undefined
6,1,2,2,5,5,Right,Fastball,StrikeCalled,91.83,2015.07,5.534,6.13,3.042,-3.5441,-4.618,15.9547,16.9367,1.276,0.127,-6.9933,-1.6102,NA,Undefined
6,0,2,2,2,5,Left,Fastball,InPlay,91.64,1870.96,5.709,5.933,3.091,-2.0215,-4.7926,15.3692,8.9045,2.477,-0.643,-5.5717,-3.2086,55.85,Popup
6,1,0,0,3,1,Right,Slider,BallCalled,83.36,2468.75,4.864,5.992,3.203,-1.1342,-2.5976,-0.5985,-9.1982,1.361,-0.024,-8.8083,-4.2171,NA,Undefined
6,2,0,0,6,1,Left,Fastball,StrikeCalled,92.2,1968.24,5.694,5.937,3.15,-3.3757,-4.2281,16.9793,11.9401,1.409,0.197,-6.4791,-2.1009,NA,Undefined
6,1,1,0,3,2,Right,Slider,BallCalled,83.11,2651.59,4.942,6.002,3.185,-2.1893,-4.0597,1.8407,-8.4325,0.551,-1.361,-9.456,-5.5422,NA,Undefined
6,1,2,0,3,3,Right,Fastball,BallCalled,90.67,2106.38,5.907,5.998,2.943,-3.3199,-5.0364,18.5567,13.2801,1.558,-0.638,-6.405,-2.6657,NA,Undefined
6,2,0,1,6,2,Left,Fastball,StrikeCalled,92.1,1958.99,5.771,6.002,3.095,-2.3439,-4.7833,18.8669,11.8812,2.595,-0.377,-5.1409,-2.6671,NA,Undefined
6,1,3,0,3,4,Right,Fastball,FoulBallNotFieldable,90.6,2098.03,5.81,5.98,3.008,-1.8524,-3.749,16.8274,11.8914,2.765,0.507,-5.2529,-1.6241,105.39,Undefined
6,2,0,2,6,3,Left,Fastball,BallCalled,92.16,1951.04,5.546,6.04,2.968,-0.5736,-3.6375,17.7236,10.2447,4.176,0.417,-3.6048,-1.8163,NA,Undefined
6,2,1,2,6,4,Left,Slider,BallCalled,82.57,2574.28,5.116,5.926,3.224,0.0433,-1.6641,-2.2819,-8.6789,2.253,0.932,-8.0238,-3.2005,NA,Undefined
6,1,3,1,3,5,Right,Fastball,BallCalled,91.63,1964.38,5.739,6.042,2.963,-3.7791,-4.5049,18.0317,8.2887,1.159,-0.55,-6.8582,-3.0285,NA,Undefined
6,2,2,2,6,5,Left,Fastball,InPlay,91.39,2008.43,5.771,6.037,2.956,-1.6255,-4.6592,17.3595,9.9826,3.133,-0.558,-4.7877,-2.881,92.38,FlyBall
6,1,0,0,4,1,Right,Fastball,BallCalled,91.39,2151.23,5.784,5.942,3.102,-4.1296,-5.283,17.8222,10.4697,0.704,-0.955,-7.2553,-3.4199,NA,Undefined
6,1,1,0,4,2,Right,Slider,BallCalled,83.63,2500.54,5.107,5.97,3.267,-2.2406,-3.3603,3.113,-7.8671,0.663,-0.558,-9.1444,-4.7498,NA,Undefined
6,1,2,0,4,3,Right,Fastball,BallCalled,91.03,2097.52,5.754,5.992,3.05,-3.6611,-5.13,17.8519,12.7877,1.181,-0.672,-6.8121,-2.8541,NA,Undefined
6,0,0,0,1,1,Right,Slider,InPlay,82.67,2532.71,5.005,6.007,3.386,-1.0575,-3.061,0.1197,-12.5089,1.445,-0.549,-8.7754,-5.2661,82.39,LineDrive
6,1,3,0,4,4,Right,Fastball,BallCalled,90.94,2067.26,5.806,6.007,3.002,-2.1003,-5.332,18.4006,9.6191,2.713,-1.169,-5.1486,-3.6206,NA,Undefined
6,1,0,0,5,1,Right,Slider,StrikeCalled,79.09,2583.15,4.921,5.806,3.469,-0.3075,-2.0468,-2.2564,-14.7071,1.427,0.307,-9.1446,-4.6404,NA,Undefined
6,0,0,0,2,1,Left,Slider,FoulBallNotFieldable,82.14,2483.88,5.122,5.909,3.337,0.3013,-2.5641,1.2647,-10.4119,2.73,0.053,-7.2386,-4.4035,43.87,Undefined
6,1,0,1,5,2,Right,Slider,BallCalled,80.98,2660.97,5.022,5.833,3.387,-1.5809,-3.425,-9.6489,-14.5117,-0.193,-1.058,-11.2895,-5.9881,NA,Undefined
6,0,0,1,2,2,Left,Fastball,FoulBallNotFieldable,92.42,2040.69,5.852,5.971,3.11,-2.035,-3.8195,16.1122,9.2171,2.612,0.324,-5.397,-2.1716,NA,Undefined
6,1,1,1,5,3,Right,Slider,StrikeCalled,81.3,2588.71,5.11,6.019,3.227,-0.7001,-1.96,-0.1493,-8.2093,1.665,0.696,-8.744,-3.4134,NA,Undefined
11,0,0,2,5,3,Right,Slider,StrikeCalled,82.26,2770.76,5.038,5.932,3.372,0.0495,-1.2624,-0.9335,-14.2066,2.331,0.997,-7.8737,-3.7737,NA,Undefined
11,1,0,0,6,1,Right,Fastball,InPlay,90.48,2061.26,5.492,6.109,3.018,-1.822,-3.0441,17.5442,7.6981,2.904,0.809,-5.2474,-1.6754,82.19,FlyBall
11,0,0,0,3,1,Right,FourSeamFastBall,StrikeCalled,90.93,2079.48,5.546,6.08,3.147,-2.7388,-4.2014,18.7745,5.7972,2.194,-0.303,-5.7334,-3.1722,NA,Undefined
11,0,0,1,3,2,Right,Cutter,BallCalled,84.71,2637.15,4.892,6.047,3.242,-1.843,-4.0475,2.7424,-7.249,1.165,-1.198,-8.5782,-5.3202,NA,Undefined
11,1,0,0,7,1,Right,Fastball,BallCalled,87.34,2027.32,5.525,6.064,3.299,0.5645,-6.248,14.4391,5.8633,4.631,-2.077,-3.8495,-5.2143,NA,Undefined
11,0,1,1,3,3,Right,FourSeamFastBall,BallCalled,91.98,2149.12,5.532,6.061,3.191,-4.1937,-4.6888,19.0881,8.1016,0.902,-0.527,-6.9519,-3.2522,NA,Undefined
11,1,1,0,7,2,Right,Fastball,BallCalled,87.32,2019.07,5.675,5.933,2.924,-1.5125,-7.9067,15.0745,6.7491,2.6,-3.932,-5.7861,-6.7209,NA,Undefined
11,0,2,1,3,4,Right,Slider,BallCalled,80.27,2731.81,5.189,5.853,3.45,-0.1511,-4.0843,-2.8377,-14.2766,1.766,-1.589,-8.6617,-6.6026,NA,Undefined
11,1,2,0,7,3,Right,Fastball,BallCalled,90.85,2161.22,5.639,6.045,2.998,-3.3428,-4.4495,18.741,5.4782,1.591,-0.705,-6.3472,-3.4759,NA,Undefined
11,0,3,1,3,5,Right,Fastball,FoulBallNotFieldable,90.9,2113.24,5.738,6.066,2.988,-2.4997,-3.9157,17.793,6.4748,2.354,-0.124,-5.6352,-2.7612,75.16,Undefined
11,1,3,0,7,4,Right,Fastball,BallCalled,90.88,2108.86,5.676,6.093,3.072,-1.311,-2.346,15.704,7.4689,3.344,1.506,-4.7531,-1.0122,NA,Undefined
11,0,3,2,3,6,Right,Cutter,FoulBallNotFieldable,84.53,2584.33,4.861,6.032,3.168,0.1221,-2.8006,0.2045,-8.1179,2.797,-0.162,-7.1124,-4.2275,89.58,Undefined
11,0,3,2,3,7,Right,Fastball,BallCalled,91.17,2167.88,5.666,6.039,3.07,-2.8948,-4.5291,11.1287,9.4555,1.408,-0.374,-7.1666,-2.8459,NA,Undefined
11,1,0,0,8,1,Right,Fastball,BallCalled,89.18,2065,5.91,5.964,3.125,-2.7888,-5.7625,16.8497,5.9585,1.797,-1.745,-6.3234,-4.7019,NA,Undefined
10,2,0,0,4,1,Right,Cutter,BallCalled,82.31,2563.51,4.975,5.927,3.379,-2.4187,-3.7961,1.5045,-10.3243,-0.041,-1.072,-10.4665,-5.6147,NA,Undefined
11,1,1,0,8,2,Right,Fastball,BallCalled,90,2072.88,5.601,6.088,3.108,-1.0084,-3.3558,18.3538,5.9566,3.714,0.468,-4.2901,-2.2956,NA,Undefined
10,2,1,0,4,2,Right,Slider,InPlay,78.35,2649.82,5.066,5.839,3.431,1.8764,-1.7417,-4.758,-19.5213,3.247,0.162,-7.6132,-5.188,97.99,LineDrive
11,1,2,0,8,3,Right,Fastball,StrikeCalled,89.28,2035.93,5.688,6.105,2.981,-1.9748000000000001,-3.5157,15.6358,2.7983,2.573,-0.067,-5.7891,-3.0169,NA,Undefined
11,1,2,1,8,4,Right,Slider,BallCalled,81.62,1923.93,6.114,5.871,3.108,-0.9901,-6.154,6.1184,11.1471,1.869,-1.675,-7.8894,-4.161,NA,Undefined
11,0,0,0,1,1,Left,FourSeamFastBall,StrikeCalled,92.02,2084.94,5.502,6.043,3.206,-2.5304,-4.4302,19.1708,9.3693,2.423,-0.165,-5.3865,-2.7687,NA,Undefined
11,0,0,1,1,2,Left,ChangeUp,BallCalled,86.74,1960.18,5.424,6.04,3.219,-3.3696,-4.737,8.1408,15.099,0.344,0.03,-8.9211,-2.0582,NA,Undefined
11,1,3,1,8,5,Right,Fastball,StrikeCalled,89.25,2094.37,5.807,6.068,2.91,-3.0223,-3.744,12.0208,2.0552,1.315,-0.405,-7.3166,-3.3768,NA,Undefined
11,0,0,0,4,1,Right,Fastball,FoulBallNotFieldable,91.64,2077.42,5.793,6.081,3.124,-1.5824,-4.1359,14.9565,7.8952,3.084,-0.072,-4.998,-2.7272,85.82,Undefined
11,0,1,1,1,3,Left,ChangeUp,BallCalled,84.53,1912.77,5.889,5.921,3.165,-0.2513,-4.1385,7.2252,10.6821,3.012,0.206,-6.2029,-2.2275,NA,Undefined
11,1,3,2,8,6,Right,Fastball,InPlay,89.3,2082.07,5.84,6.079,3.089,-2.2341,-3.8311,19.1697,1.7117,2.611,-0.334,-5.4202,-3.5254,101.38,GroundBall
11,0,0,1,4,2,Right,Fastball,InPlay,93.02,2123.41,5.484,6.092,3.092,-1.6595,-3.1001,14.4492,6.7619,3.034,0.752,-5.0096,-1.8981,85.94,GroundBall
11,0,2,1,1,4,Left,FourSeamFastBall,InPlay,91.29,2095.81,5.334,6.101,3.143,-2.0419,-3.9151,16.9015,7.2312,2.727,0.066,-5.3049,-2.6354,107.71,LineDrive
11,0,0,0,2,1,Right,ChangeUp,BallCalled,81.99,1797.81,5.899,5.851,3.244,-1.2513,-4.6188,-0.2352,11.2304,1.197,-0.117,-8.9131,-2.6077,NA,Undefined
11,1,0,0,9,1,Right,Slider,BallCalled,82.82,2523.63,5.212,6.087,3.235,-1.6216,-3.9724,0.0564,-7.3755,1.094,-1.122,-9.0918,-5.2758,NA,Undefined
11,0,0,0,5,1,Right,Slider,StrikeCalled,83.49,2579.3,5.154,6.108,3.12,0.0635,-3.4536,-0.3991,-8.6943,2.763,-0.86,-7.2818,-4.9882,NA,Undefined
11,0,1,0,2,2,Right,Fastball,StrikeCalled,91.07,2041.37,5.657,6.021,3.138,-3.0188,-4.8219,17.2506,13.874,1.736,-0.213,-6.3404,-2.3549,NA,Undefined
11,0,0,1,5,2,Right,Fastball,FoulBallNotFieldable,91.59,2149.83,5.651,6.133,3.031,-2.5669,-4.1026,16.131,9.7828,2.289,0.013,-5.8024,-2.3611,80.92,Undefined
